bikeid,CountOfRenting,SumOfRentedTime,AverageRentTime
20876,1053,1081304,1026.87939221273
32998,1314,1081214,822.841704718417
27848,1348,1081033,801.953264094956
33588,1356,1080951,797.161504424779
31557,1293,1080776,835.866976024749
29799,1209,1080765,893.93300248139
17296,1142,1080465,946.11646234676
25981,1220,1080410,885.581967213115
38889,1162,1080314,929.702237521515
28959,1321,1080228,817.735049205148
17175,666,1080226,1621.96096096096
27695,1243,1080192,869.020112630732
39748,1263,1079951,855.068091844814
38472,1269,1079891,850.977935382191
38162,1341,1079788,805.211036539896
17012,964,1079698,1120.01867219917
26547,1297,1079610,832.390131071704
27364,1379,1079497,782.811457577955
38276,1166,1079487,925.803602058319
26975,1129,1079463,956.123117803366
28621,1285,1079390,839.992217898833
38603,1263,1079306,854.557403008709
19159,1099,1079262,982.040036396724
25035,1162,1079241,928.778829604131
16814,1108,1079010,973.835740072202
30276,1377,1078985,783.576615831518
27164,1203,1078973,896.901911886949
19719,1091,1078884,988.894592117324
28616,1336,1078845,807.51871257485
17380,781,1078777,1381.27656850192
39346,1099,1078770,981.592356687898
19738,1111,1078760,970.981098109811
16612,816,1078680,1321.91176470588
26386,1221,1078513,883.30303030303
28252,1131,1078456,953.541998231653
31034,1319,1078396,817.586050037908
30566,1273,1078378,847.115475255303
26622,1067,1078352,1010.63917525773
39107,1256,1078294,858.514331210191
17953,1044,1078254,1032.81034482759
32449,1314,1078063,820.443683409437
25382,1184,1077916,910.402027027027
27165,1175,1077863,917.330212765957
29000,1292,1077843,834.243808049536
20162,711,1077787,1515.87482419128
39042,1223,1077720,881.210139002453
27946,1368,1077709,787.798976608187
25304,1186,1077699,908.683811129848
39516,1277,1077669,843.9068128426
28034,1063,1077601,1013.73565380997
28260,1270,1077405,848.350393700788
15685,1151,1077401,936.056472632494
15536,970,1077360,1110.68041237113
33549,1348,1077176,799.091988130564
39810,1230,1077157,875.737398373984
15637,1276,1077144,844.156739811912
39757,1309,1077112,822.85103132162
27603,1258,1077033,856.147058823529
27669,1172,1076989,918.932593856655
18508,1109,1076929,971.081154192967
28397,1354,1076854,795.313146233383
16406,1073,1076802,1003.54333643989
27161,1401,1076766,768.569593147752
26433,1048,1076677,1027.36354961832
28832,1258,1076655,855.846581875994
18803,1119,1076621,962.127792672029
27739,1294,1076615,832.005409582689
27629,1225,1076601,878.857959183674
25047,1304,1076553,825.57745398773
15248,948,1076514,1135.56329113924
26931,1109,1076497,970.691614066727
28856,1317,1076422,817.328777524677
27828,1299,1076217,828.496535796767
27523,1294,1076143,831.640649149923
25164,1181,1076047,911.132091447926
15250,1158,1075991,929.180483592401
19286,1026,1075920,1048.65497076023
19083,1081,1075817,995.205365402405
19247,1102,1075722,976.154264972777
27997,1212,1075719,887.556930693069
16300,1099,1075633,978.737943585077
27679,1120,1075587,960.345535714286
29995,1296,1075548,829.898148148148
29389,1085,1075498,991.242396313364
15748,1175,1075447,915.274042553192
20094,1094,1075282,982.890310786106
28693,1274,1075205,843.959968602826
16813,1132,1075007,949.652826855124
27212,1173,1074864,916.337595907928
29089,1274,1074803,843.64442700157
25070,1008,1074775,1066.24503968254
19413,757,1074467,1419.3751651255
14915,1036,1074407,1037.07239382239
32316,1336,1074375,804.172904191617
25859,1326,1074338,810.209653092006
17685,1118,1074289,960.902504472272
30843,1308,1073932,821.048929663609
25834,1196,1073774,897.804347826087
17017,1241,1073747,865.22723609992
24807,1239,1073723,866.604519774012
14947,1054,1073632,1018.62618595825
28389,1200,1073621,894.684166666667
26481,1242,1073479,864.314814814815
25527,1116,1073351,961.784050179211
28204,1368,1073322,784.592105263158
15614,1113,1073209,964.248876909254
28697,1192,1073147,900.29110738255
38585,1195,1073096,897.988284518828
18793,1113,1073088,964.140161725067
20862,1010,1073064,1062.4396039604
14673,1107,1072998,969.284552845529
14562,1260,1072996,851.584126984127
21694,1061,1072980,1011.29123468426
16467,1160,1072916,924.927586206897
28891,1352,1072904,793.568047337278
25367,1226,1072894,875.117455138662
21579,1060,1072863,1012.13490566038
35772,1283,1072760,836.134060795012
18282,1118,1072692,959.474060822898
38873,1200,1072627,893.855833333333
25868,1233,1072443,869.783454987835
21545,1057,1072436,1014.60359508042
27480,1385,1072226,774.170397111913
27275,1267,1072116,846.184688239937
28587,1360,1072088,788.3
32376,1264,1071810,847.950949367089
26892,1215,1071773,882.117695473251
38732,1247,1071760,859.470729751403
26460,1272,1071682,842.517295597484
26065,1229,1071646,871.965825874695
16204,1033,1071515,1037.28460793804
27219,1217,1071461,880.411668036154
28468,1366,1071457,784.375549048316
38132,1228,1071445,872.512214983713
18026,1077,1071382,994.783658310121
26801,1258,1071302,851.591414944356
20079,1226,1071279,873.800163132137
27737,1307,1071209,819.593726090283
17987,1122,1071188,954.713012477718
20260,1124,1071145,952.975978647687
34786,1254,1071119,854.161881977671
32677,1325,1071100,808.377358490566
25730,1004,1070959,1066.6922310757
25603,949,1070937,1128.48998946259
17827,1057,1070925,1013.17407757805
39976,1230,1070914,870.661788617886
28848,1393,1070898,768.770997846375
26725,977,1070858,1096.06755373593
38870,1335,1070838,802.125842696629
16595,1212,1070791,883.490924092409
31161,1233,1070761,868.419302514193
26057,1179,1070754,908.188295165394
35311,1302,1070730,822.373271889401
25176,1253,1070685,854.497206703911
19054,1144,1070551,935.796328671329
31352,1250,1070549,856.4392
35724,1248,1070466,857.745192307692
38336,1228,1070426,871.682410423453
29796,1264,1070336,846.784810126582
25982,1143,1070250,936.351706036745
18360,1062,1070204,1007.72504708098
28830,1296,1070128,825.716049382716
28881,1240,1070080,862.967741935484
35704,1280,1070038,835.9671875
26767,1180,1069972,906.75593220339
18632,1137,1069775,940.875109938434
34047,1309,1069641,817.143621084798
25352,1225,1069506,873.06612244898
25243,1247,1069470,857.634322373697
14877,1070,1069347,999.389719626168
18974,900,1069236,1188.04
38950,1209,1069235,884.396195202647
20359,1157,1069199,924.113223854797
14792,1112,1069198,961.508992805755
18890,839,1069028,1274.16924910608
26070,1071,1068963,998.098039215686
28818,1227,1068949,871.189079054605
26631,1195,1068948,894.517154811716
24798,1271,1068878,840.974036191975
29001,1230,1068865,868.99593495935
28128,1317,1068801,811.542141230068
27571,1304,1068794,819.627300613497
28772,1189,1068756,898.869638351556
20907,1218,1068717,877.435960591133
28994,1399,1068672,763.882773409578
25437,1199,1068665,891.296914095079
24951,1235,1068664,865.314979757085
33161,1319,1068601,810.159969673996
39764,1265,1068548,844.701976284585
25845,1138,1068498,938.92618629174
27101,1229,1068409,869.33197721725
31533,1225,1068405,872.167346938775
25849,1157,1068215,923.262748487468
28661,1241,1068180,860.741337630943
21611,1075,1068166,993.642790697674
19837,1201,1068145,889.379683597003
25162,1242,1068094,859.979066022544
28306,1215,1067861,878.897942386831
25060,1283,1067786,832.257209664848
26047,1187,1067736,899.524852569503
32865,1234,1067716,865.247974068072
25822,1246,1067579,856.804975922954
25620,1174,1067554,909.330494037479
19962,844,1067544,1264.86255924171
26696,1173,1067543,910.096334185848
35712,1223,1067441,872.805396565822
15790,835,1067353,1278.26706586826
33461,1338,1067303,797.685351270553
14884,851,1067299,1254.17038777908
38794,1267,1067291,842.376479873717
27385,1260,1067289,847.054761904762
26719,1261,1067277,846.373513084853
32354,1083,1066907,985.140350877193
32336,903,1066801,1181.39645625692
39394,1268,1066749,841.284700315458
35641,1236,1066726,863.046925566343
39754,1154,1066710,924.358752166378
18182,1137,1066652,938.128408091469
15858,1250,1066584,853.2672
17405,996,1066573,1070.85642570281
38547,1184,1066494,900.755067567568
26850,1197,1066487,890.966583124478
39287,1209,1066403,882.05376344086
34667,1234,1066141,863.971636952998
39720,1313,1066119,811.971820258949
28356,1342,1065966,794.311475409836
25873,1221,1065921,872.990171990172
32254,1351,1065822,788.913397483346
39903,1203,1065734,885.896924355777
19046,994,1065731,1072.16398390342
27276,1207,1065671,882.908864954433
18481,1192,1065610,893.968120805369
39871,1231,1065560,865.605199025183
27634,1220,1065533,873.387704918033
29140,1334,1065437,798.678410794603
19318,905,1065420,1177.25966850829
30728,1370,1065355,777.631386861314
28572,1157,1065320,920.76058772688
19603,1209,1065232,881.085194375517
28649,1310,1065200,813.129770992367
19222,925,1065145,1151.50810810811
27172,1240,1065036,858.9
21128,1172,1064954,908.663822525597
18870,1021,1064930,1043.0264446621
19559,1063,1064796,1001.68955785513
38335,1200,1064770,887.308333333333
26999,1173,1064690,907.66410912191
15572,1028,1064631,1035.63326848249
16825,1167,1064623,912.273350471294
21531,1168,1064611,911.482020547945
19517,1086,1064590,980.285451197053
39234,1247,1064524,853.668003207699
18560,561,1064513,1897.52762923351
20518,858,1064438,1240.60372960373
30698,1294,1064263,822.459814528594
27027,1157,1064144,919.744165946413
25092,1147,1064012,927.647776809067
21401,831,1063754,1280.08904933815
17003,1046,1063689,1016.91108986616
28127,1239,1063687,858.504439063761
40149,810,1063637,1313.13209876543
17229,892,1063535,1192.30381165919
17716,931,1063527,1142.34908700322
26673,1124,1063521,946.193060498221
30128,1327,1063429,801.378296910324
26015,1217,1063419,873.803615447823
29739,1204,1063300,883.139534883721
19577,986,1063231,1078.3275862069
38518,1231,1062847,863.401299756296
19835,1026,1062793,1035.86062378168
34655,1238,1062749,858.440226171244
17471,1037,1062694,1024.77724204436
28667,1337,1062661,794.810022438295
27463,1195,1062659,889.254393305439
31053,1250,1062631,850.1048
29397,629,1062625,1689.38791732909
25051,1254,1062543,847.322966507177
39765,1113,1062462,954.592991913747
29987,978,1062338,1086.23517382413
17611,1091,1062328,973.719523373052
27092,1221,1062235,869.971334971335
25995,1230,1062215,863.589430894309
18111,121,1062202,8778.52892561984
20797,1027,1062196,1034.27069133398
18104,901,1062171,1178.88013318535
18387,1057,1062133,1004.85619678335
27019,1227,1062057,865.572127139364
27167,1329,1061876,799.003762227239
39533,1235,1061773,859.735222672065
16649,1084,1061566,979.304428044281
18050,880,1061554,1206.31136363636
18764,1167,1061499,909.596401028278
19495,1155,1061437,918.993073593074
26134,1130,1061338,939.237168141593
15514,1069,1061161,992.666978484565
27152,1302,1061123,814.994623655914
26648,1100,1061020,964.563636363637
20855,1123,1060986,944.778272484417
39078,1211,1060986,876.123864574732
19160,1207,1060875,878.935376967689
35310,1377,1060835,770.395787944808
18599,1032,1060782,1027.88953488372
26091,1205,1060751,880.291286307054
32652,1282,1060596,827.297971918877
25285,1226,1060588,865.079934747145
17891,956,1060565,1109.37761506276
28050,1056,1060539,1004.29829545455
35610,1180,1060344,898.596610169492
21876,991,1060334,1069.96367305752
27013,1269,1060307,835.545311268716
25635,1287,1060306,823.858585858586
17086,1094,1060224,969.126142595978
16753,1102,1060178,962.049001814882
25330,999,1060095,1061.15615615616
16686,789,1059900,1343.34600760456
27834,1264,1059827,838.470727848101
26439,1259,1059792,841.772835583797
28655,1058,1059777,1001.67958412098
21007,1142,1059762,927.987740805604
18557,1056,1059735,1003.53693181818
30435,1261,1059644,840.320380650278
25121,1193,1059229,887.870075440067
39744,1306,1059211,811.034456355283
28112,1332,1059135,795.146396396396
31657,1275,1059093,830.661176470588
29373,1277,1058816,829.143304620204
27813,1252,1058731,845.63178913738
39480,1265,1058689,836.908300395257
17004,1078,1058665,982.06400742115
17490,801,1058454,1321.41573033708
35705,1247,1058344,848.712109061748
39707,1186,1058255,892.289207419899
29072,1368,1058239,773.566520467836
15290,963,1058134,1098.78920041537
33267,1358,1058098,779.159057437408
28854,1306,1057951,810.069678407351
16497,918,1057939,1152.43899782135
19471,1063,1057784,995.093132643462
39968,1303,1057775,811.799693016117
20178,1172,1057531,902.330204778157
19605,1179,1057529,896.971162001696
32219,1287,1057475,821.658896658897
33252,1271,1057410,831.951219512195
32653,983,1057331,1075.61648016277
15125,1178,1057295,897.533955857385
21715,968,1057121,1092.06714876033
29429,1064,1057052,993.46992481203
17207,1095,1057031,965.325114155251
20831,1084,1057020,975.110701107011
19890,797,1056971,1326.1869510665
27884,1281,1056879,825.042154566745
35800,1225,1056818,862.708571428571
33182,1251,1056743,844.71862509992
17693,1121,1056712,942.651204281891
39965,1244,1056674,849.416398713826
20761,1121,1056607,942.557537912578
39888,1224,1056607,863.241013071895
17149,683,1056486,1546.83162518302
28048,1289,1056476,819.608999224205
26517,1216,1056437,868.780427631579
21013,844,1056371,1251.62440758294
15951,1141,1056309,925.774758983348
19954,1155,1056284,914.531601731602
28707,1229,1056171,859.374288039056
26860,1224,1056059,862.793300653595
26685,1117,1055914,945.312444046553
28026,1253,1055913,842.70790103751
26573,1236,1055902,854.289644012945
38881,1168,1055813,903.94948630137
25474,976,1055806,1081.76844262295
30226,1368,1055755,771.750730994152
15494,1067,1055564,989.282099343955
38792,1322,1055473,798.391074130106
29922,1278,1055449,825.859937402191
16178,732,1055448,1441.86885245902
18494,1086,1055402,971.825046040516
33441,1274,1055379,828.397959183674
28614,1249,1055344,844.951160928743
25227,1082,1055265,975.29112754159
28162,1285,1055233,821.192996108949
27018,1175,1055215,898.055319148936
26817,1181,1055071,893.370872142252
27171,1263,1054952,835.274742676168
38885,1214,1054837,868.89373970346
28857,1411,1054809,747.561304039688
39732,1212,1054802,870.298679867987
39905,1249,1054745,844.471577261809
20751,1148,1054666,918.698606271777
30703,1228,1054625,858.815146579805
26667,1303,1054536,809.313891020721
20970,1029,1054323,1024.60932944606
19290,240,1054310,4392.95833333333
26500,1195,1054223,882.194979079498
25144,1189,1054189,886.618166526493
25800,1242,1054114,848.723027375201
16738,1165,1054085,904.793991416309
26552,1212,1054005,869.641089108911
26368,1147,1053961,918.88491717524
35565,1020,1053858,1033.19411764706
18673,1041,1053801,1012.29682997118
26419,1185,1053789,889.273417721519
19602,984,1053596,1070.72764227642
16070,1105,1053383,953.28778280543
26369,1098,1053248,959.242258652095
28757,1221,1053206,862.576576576577
14656,1162,1053200,906.368330464716
15352,869,1053183,1211.94821634062
39941,1207,1052872,872.304888152444
26512,1239,1052692,849.630347054076
14632,1142,1052668,921.775831873905
26493,1239,1052654,849.599677158999
26895,1282,1052563,821.031981279251
25335,1114,1052540,944.829443447038
15676,1203,1052479,874.87863674148
29758,1261,1052407,834.581284694687
27395,1278,1052354,823.438184663537
33119,1352,1052342,778.359467455621
40636,737,1052292,1427.80461329715
24865,1184,1052262,888.734797297297
39967,1329,1052220,791.738148984199
27488,1197,1052157,878.994987468672
31348,1324,1052148,794.673716012085
30071,1316,1052147,799.503799392097
14916,1191,1052116,883.388748950462
33464,1274,1052065,825.796703296703
25915,1231,1052054,854.633631194151
14558,1048,1052002,1003.81870229008
27003,1233,1051811,853.050283860503
34240,1265,1051740,831.415019762846
39769,1222,1051653,860.599836333879
29381,1268,1051615,829.349369085174
26566,1283,1051516,819.575993764614
25259,1086,1051485,968.218232044199
19899,1058,1051430,993.790170132325
26465,1249,1051395,841.789431545236
15743,910,1051358,1155.33846153846
17437,952,1051358,1104.36764705882
18966,396,1051357,2654.94191919192
21591,1164,1051348,903.219931271478
27842,1249,1051309,841.720576461169
33690,1141,1051259,921.348816827344
39609,1113,1051227,944.498652291105
25359,1229,1051181,855.314076484947
25528,1227,1051171,856.700081499593
19538,694,1051091,1514.54034582133
29170,1246,1051082,843.565008025682
15183,1144,1051054,918.753496503497
26128,1001,1051007,1049.95704295704
17681,989,1050927,1062.61577350859
15818,1111,1050834,945.845184518452
15921,857,1050744,1226.0723453909
29684,1226,1050582,856.918433931485
25286,1235,1050560,850.655870445344
14918,775,1050546,1355.54322580645
18598,992,1050504,1058.97580645161
26548,1100,1050448,954.952727272727
28802,1337,1050347,785.599850411369
17049,1026,1050263,1023.64814814815
17375,1096,1050245,958.252737226277
26795,1248,1050145,841.46233974359
39610,1175,1050120,893.71914893617
28354,1201,1050103,874.35720233139
27969,1185,1049982,886.060759493671
15414,856,1049970,1226.60046728972
18448,1223,1049936,858.492232215863
25404,1270,1049713,826.545669291339
15622,1185,1049709,885.830379746835
28449,1107,1049705,948.242999096658
18165,1015,1049657,1034.14482758621
17131,951,1049621,1103.70241850683
18883,1155,1049573,908.721212121212
17362,964,1049497,1088.6898340249
16101,968,1049384,1084.07438016529
20899,1113,1049371,942.831087151842
24861,1218,1049189,861.403119868637
39016,1125,1049178,932.602666666667
28771,1176,1049154,892.137755102041
17803,1180,1049148,889.108474576271
15666,1176,1049134,892.12074829932
24932,1295,1049060,810.084942084942
15405,1140,1048926,920.11052631579
17283,1161,1048922,903.464254952627
29940,1319,1048865,795.197119029568
30890,1234,1048851,849.960291734198
18579,1158,1048844,905.737478411054
19483,727,1048675,1442.46905089409
20649,1130,1048625,927.986725663717
18209,1040,1048565,1008.23557692308
26574,1316,1048512,796.741641337386
27898,1243,1048499,843.522928399035
21437,967,1048423,1084.20165460186
33047,1008,1048397,1040.07638888889
25745,1234,1048361,849.563209076175
27786,1179,1048338,889.175572519084
18540,958,1048314,1094.27348643006
16341,1034,1048296,1013.82591876209
39164,1182,1048269,886.860406091371
21609,1130,1048230,927.637168141593
39379,1221,1048177,858.457821457821
28473,1191,1048168,880.073887489505
38967,1194,1048159,877.855108877722
26587,1281,1048125,818.208430913349
21616,853,1048079,1228.69753810082
39275,1195,1048049,877.028451882845
16998,1138,1048032,920.942003514939
17760,999,1048015,1049.06406406406
25538,1305,1047995,803.061302681992
18261,1098,1047932,954.40072859745
29096,1305,1047871,802.966283524904
29832,1056,1047675,992.116477272727
26494,1188,1047584,881.804713804714
20120,1229,1047572,852.377542717657
25065,1006,1047559,1041.3111332008
18581,1007,1047552,1040.27010923535
19656,1269,1047474,825.432624113475
18468,1072,1047472,977.119402985075
27141,1187,1047347,882.347935973041
17710,874,1047206,1198.176201373
19629,889,1047206,1177.95950506187
28471,1124,1047202,931.674377224199
16972,891,1047112,1175.20987654321
26031,1232,1047098,849.917207792208
26997,1290,1047060,811.674418604651
17461,1042,1046972,1004.77159309021
35620,1220,1046937,858.145081967213
18577,1200,1046846,872.371666666667
39818,1259,1046830,831.477362986497
27590,1216,1046569,860.665296052632
25406,1262,1046541,829.271790808241
28267,1145,1046482,913.95807860262
21610,1115,1046473,938.540807174888
39746,1174,1046436,891.342419080068
25862,1010,1046336,1035.97623762376
28093,1090,1046307,959.914678899083
29116,1166,1046268,897.313893653516
21301,940,1046200,1112.97872340426
39681,1223,1046174,855.416189697465
14862,1229,1046113,851.190398698129
18728,1066,1046060,981.294559099437
25531,1051,1045730,994.985727878211
26037,1264,1045699,827.293512658228
25525,1196,1045677,874.311872909699
18990,1203,1045642,869.195344970906
24934,1241,1045463,842.435938759065
25562,1231,1045438,849.259138911454
27762,1203,1045265,868.881961762261
20651,1191,1045257,877.629722921914
28304,1293,1045253,808.39365815932
27936,1320,1045248,791.854545454546
15027,1143,1045209,914.443569553806
16396,758,1045170,1378.85224274406
21507,1038,1045026,1006.76878612717
25548,1246,1045024,838.70304975923
20763,1082,1045010,965.813308687616
17024,1092,1044982,956.943223443223
16567,1095,1044897,954.243835616438
21021,1059,1044860,986.647780925401
14732,953,1044858,1096.38824763903
29745,1126,1044850,927.930728241563
14924,781,1044840,1337.82330345711
39902,1270,1044802,822.67874015748
30944,1231,1044750,848.700243704306
28215,1267,1044743,824.580110497238
20954,1141,1044701,915.601226993865
19578,1181,1044697,884.586790855208
26637,1066,1044543,979.87148217636
19375,1150,1044479,908.242608695652
21237,916,1044450,1140.22925764192
25887,1264,1044329,826.209651898734
20927,1129,1044312,924.988485385297
18921,1232,1044289,847.637175324675
25589,1189,1044224,878.237174095879
39526,1241,1044220,841.43432715552
25733,880,1044192,1186.58181818182
20241,1236,1043902,844.580906148867
39447,1250,1043732,834.9856
28806,1243,1043712,839.671761866452
31209,1306,1043666,799.131699846861
29897,891,1043616,1171.2861952862
26875,1274,1043604,819.155416012559
26032,1091,1043534,956.493125572869
29923,1249,1043434,835.415532425941
29023,1127,1043411,925.830523513753
31525,1277,1043399,817.070477682067
39933,1218,1043326,856.589490968801
15205,1212,1043275,860.78795379538
21105,1271,1043258,820.816679779701
15609,1140,1043170,915.061403508772
20864,806,1043165,1294.24937965261
38781,1158,1043111,900.786701208981
16460,1070,1042936,974.706542056075
20203,1171,1042931,890.632792485055
27971,1314,1042866,793.657534246575
16229,1270,1042864,821.152755905512
19918,1229,1042753,848.456468673719
27836,1249,1042673,834.806244995997
19355,1185,1042579,879.813502109705
20247,678,1042547,1537.67994100295
39806,901,1042494,1157.0410654828
14702,1083,1042451,962.558633425669
38756,1217,1042336,856.47986852917
33086,1379,1042260,755.808556925308
19659,1179,1042257,884.017811704835
18672,1001,1042250,1041.20879120879
25468,1059,1042234,984.168083097262
21205,1190,1042194,875.793277310924
20871,1021,1042122,1020.6875612145
26903,1260,1042110,827.071428571429
16960,1049,1042083,993.406101048618
19210,1236,1042055,843.086569579288
26571,1220,1041996,854.095081967213
19388,1029,1041992,1012.62585034014
15645,1130,1041840,921.982300884956
38184,1114,1041837,935.221723518851
39816,1211,1041757,860.245251857969
27255,1166,1041734,893.42538593482
39966,1155,1041720,901.922077922078
15388,1210,1041710,860.917355371901
26320,954,1041649,1091.87526205451
16924,982,1041622,1060.71486761711
16687,873,1041392,1192.88888888889
21576,1072,1041329,971.388992537313
25963,1241,1041218,839.015310233683
15252,642,1041058,1621.58566978193
24976,1212,1040969,858.885313531353
35784,1058,1040914,983.850661625709
15636,1177,1040901,884.367884451997
39745,1249,1040844,833.341873498799
27513,1301,1040840,800.030745580323
18250,905,1040836,1150.09502762431
29371,1199,1040836,868.086738949124
27596,1269,1040698,820.092986603625
24879,1189,1040647,875.228763666947
20547,1104,1040502,942.483695652174
39415,1155,1040401,900.780086580087
16312,1225,1040374,849.284897959184
21230,975,1040363,1067.03897435897
14535,1139,1040317,913.359964881475
38578,1069,1040305,973.157156220767
33899,1214,1040294,856.914332784185
27593,1307,1040215,795.879877582249
27924,1338,1040160,777.399103139014
25762,1041,1040064,999.100864553314
14839,1045,1040016,995.230622009569
28820,1151,1039938,903.508253692441
29139,1169,1039924,889.584260051326
24994,1223,1039901,850.286999182339
33759,1149,1039822,904.97998259356
14652,1180,1039679,881.083898305085
26924,1188,1039601,875.085016835017
26048,1189,1039555,874.310344827586
27780,1350,1039515,770.011111111111
19095,1172,1039340,886.808873720137
26084,1120,1039321,927.965178571429
34745,1135,1039303,915.685462555066
17474,1146,1039301,906.894415357766
18378,578,1039292,1798.0830449827
16389,1164,1039259,892.834192439863
24817,1115,1039159,931.981165919282
38740,1204,1039038,862.988372093023
25721,1058,1038964,982.007561436673
24790,1261,1038839,823.821570182395
16573,1214,1038774,855.662273476112
16231,1078,1038700,963.543599257885
27234,1146,1038656,906.331588132635
29143,1277,1038623,813.33046202036
25061,1181,1038481,879.323454699407
15854,1124,1038471,923.906583629893
28046,1334,1038444,778.443778110945
26549,1109,1038344,936.288548241659
18129,993,1038208,1045.52668680765
39809,1263,1038184,821.998416468725
32516,1288,1038153,806.019409937888
25815,1109,1038116,936.082957619477
26824,1254,1038083,827.817384370016
20286,1124,1038002,923.489323843416
14639,1034,1037961,1003.83075435203
26619,1165,1037926,890.923605150215
28698,1286,1037847,807.03499222395
25789,1103,1037842,940.926563916591
19076,1117,1037726,929.029543419875
24909,984,1037640,1054.51219512195
15904,1183,1037626,877.114116652578
18488,953,1037582,1088.75341028332
25993,1244,1037482,833.988745980708
35797,1157,1037442,896.66551426102
39931,1186,1037259,874.586003372681
14868,1162,1037073,892.489672977625
18234,933,1036949,1111.41371918542
39940,1216,1036937,852.744243421053
25432,1170,1036929,886.264102564103
29347,1311,1036850,790.884820747521
18740,991,1036838,1046.25428859738
21098,1037,1036831,999.837029893925
39006,1101,1036745,941.639418710263
39329,1269,1036743,816.976359338062
26927,1144,1036169,905.742132867133
18660,1208,1036129,857.722682119205
25396,1070,1036123,968.339252336449
35542,938,1035970,1104.44562899787
26118,1253,1035917,826.749401436552
18824,991,1035795,1045.20181634712
21873,1162,1035699,891.307228915663
20152,473,1035650,2189.53488372093
15837,831,1035646,1246.26474127557
31596,1308,1035578,791.72629969419
28371,1244,1035500,832.395498392283
19785,1085,1035404,954.289400921659
16875,877,1035325,1180.53021664766
17106,1091,1035191,948.846012832264
16727,1070,1034991,967.281308411215
18641,1069,1034983,968.178671655753
15997,1092,1034955,947.760989010989
38666,1184,1034934,874.099662162162
15146,1065,1034917,971.753051643192
25174,1145,1034782,903.739737991266
14771,1098,1034755,942.399817850638
26821,1239,1034721,835.125907990315
28689,988,1034558,1047.12348178138
26135,1205,1034535,858.535269709544
19384,1132,1034520,913.886925795053
28121,1282,1034439,806.894695787832
25137,899,1034418,1150.6318131257
17434,1105,1034227,935.952036199095
26968,1196,1034102,864.633779264214
15802,1038,1033915,996.064547206166
38383,1225,1033863,843.969795918367
16417,1126,1033817,918.132326820604
28905,1237,1033816,835.744543249798
28135,1259,1033672,821.026211278793
39895,1109,1033509,931.928764652841
25872,1168,1033375,884.738869863014
27368,1235,1033300,836.68016194332
26410,1211,1033189,853.170107349298
26988,1085,1033164,952.224884792627
25929,1208,1033150,855.256622516556
16870,1028,1033103,1004.9640077821
25910,1074,1033019,961.842644320298
20605,618,1033011,1671.53883495146
19087,935,1032901,1104.70695187166
28974,1133,1032837,911.594880847308
21496,1222,1032800,845.171849427169
27097,1082,1032637,954.378003696858
39950,1256,1032589,822.125
25795,1172,1032574,881.035836177474
25797,1217,1032562,848.448644207067
38618,1158,1032463,891.591537132988
21438,865,1032417,1193.54566473988
16214,1207,1032314,855.272576636288
25694,1312,1032218,786.751524390244
31549,1206,1032216,855.900497512438
16139,1032,1032134,1000.12984496124
28983,1327,1032071,777.747550866616
31021,1131,1032067,912.52608311229
33459,1259,1032049,819.737092930898
16787,777,1031865,1328.01158301158
18384,1127,1031865,915.58562555457
39817,1252,1031820,824.137380191693
15926,1075,1031773,959.788837209302
39149,1240,1031642,831.96935483871
18405,1073,1031634,961.448275862069
15770,1164,1031601,886.255154639175
24903,920,1031544,1121.24347826087
18625,1176,1031463,877.094387755102
30476,1312,1031413,786.137957317073
26813,1014,1031152,1016.91518737673
32357,993,1031137,1038.4058408862
15624,979,1031094,1053.21144024515
25324,1177,1030877,875.851316907392
15562,1097,1030853,939.701914311759
25899,1041,1030851,990.250720461095
27078,1203,1030754,856.81961762261
17759,1104,1030669,933.576992753623
27349,1146,1030653,899.348167539267
19329,848,1030384,1215.07547169811
39799,1192,1030353,864.390100671141
25697,1150,1030348,895.954782608696
28358,1240,1030076,830.706451612903
20374,1127,1030050,913.975155279503
14926,1015,1029964,1014.74285714286
20084,1029,1029817,1000.79397473275
28309,1087,1029793,947.371665133395
21592,950,1029726,1083.92210526316
39872,1233,1029697,835.115166261152
35694,1205,1029637,854.470539419087
20715,1126,1029544,914.337477797513
15105,1206,1029487,853.637645107794
29332,1270,1029468,810.604724409449
16592,917,1029449,1122.62704471101
15167,1107,1029432,929.929539295393
29564,1331,1029388,773.394440270473
17244,1090,1029385,944.389908256881
29352,1193,1029374,862.844928751048
35745,1240,1029339,830.112096774194
26756,1205,1029263,854.160165975104
17099,1119,1029212,919.760500446828
28679,1024,1029207,1005.0849609375
15887,1102,1029191,933.930127041742
21470,1165,1028985,883.248927038627
27933,372,1028983,2766.08333333333
28442,1205,1028589,853.600829875519
27096,1097,1028580,937.629899726527
15687,1160,1028554,886.684482758621
16717,1170,1028551,879.103418803419
28977,1323,1028426,777.343915343915
16918,1057,1028410,972.951750236519
25081,1283,1028349,801.519095869057
39404,1201,1028342,856.238134887594
28364,966,1028094,1064.27950310559
21619,906,1028040,1134.70198675497
16730,902,1027977,1139.66407982262
26901,1247,1027908,824.304731355253
38840,1187,1027878,865.946082561078
27293,1242,1027797,827.533816425121
25357,1215,1027639,845.79341563786
19003,1145,1027611,897.476855895197
28410,1249,1027601,822.738991192954
18277,950,1027435,1081.51052631579
27922,986,1027414,1042.00202839757
