bikeid,CountOfRenting,SumOfRentedTime,AverageRentTime
25114,1285,1756734,1367.10817120623
34358,1947,1756442,902.127375449409
38790,1455,1755055,1206.22336769759
15439,869,1755022,2019.58803222094
35045,1951,1754204,899.130702203998
35220,2121,1754144,827.036303630363
32235,1951,1753877,898.963095848283
28187,1598,1753720,1097.44680851064
35070,1937,1753615,905.325245224574
32604,1363,1753194,1286.27586206897
28598,1279,1752609,1370.2963252541
30778,1784,1752369,982.269618834081
29859,1551,1752187,1129.71437782076
28551,1517,1751884,1154.83454185893
32801,1522,1751801,1150.98620236531
16087,625,1751263,2802.0208
21334,363,1750970,4823.608815427
25965,664,1750440,2636.20481927711
27378,1407,1750187,1243.91400142146
27974,929,1749709,1883.43272335845
39894,1478,1748854,1183.25710419486
30887,1508,1748568,1159.52785145889
34850,2050,1748562,852.957073170732
19002,937,1748289,1865.83671291355
38195,1443,1747196,1210.80803880804
31252,1598,1747122,1093.31789737171
31896,1847,1746414,945.540877097997
25323,1561,1746098,1118.57655349135
31221,1552,1745964,1124.97680412371
33103,1555,1745466,1122.48617363344
38359,1324,1744963,1317.94788519637
30645,1783,1744836,978.595625350533
35015,2048,1744654,851.8818359375
30018,1404,1744324,1242.39601139601
32418,1648,1744141,1058.33798543689
27183,2217,1744127,786.705908885882
35223,2060,1743365,846.293689320388
39964,1225,1743272,1423.07918367347
32319,1400,1742664,1244.76
21557,878,1742218,1984.30296127563
32451,962,1742002,1810.81288981289
26995,1053,1741245,1653.60398860399
25290,1049,1740610,1659.30409914204
30434,1374,1738798,1265.50072780204
29860,1650,1738622,1053.7103030303
34281,1544,1738554,1126.00647668394
31062,1700,1738184,1022.46117647059
25203,1728,1736772,1005.07638888889
38561,1610,1736307,1078.45155279503
30336,1725,1735894,1006.31536231884
31130,1615,1735741,1074.76222910217
40779,580,1735031,2991.43275862069
31067,1804,1734866,961.677383592018
34294,1777,1734790,976.246482836241
25298,1525,1734283,1137.23475409836
38283,1672,1733276,1036.64832535885
25124,822,1731980,2107.03163017032
30185,1613,1731602,1073.5288282703
32693,1657,1731315,1044.84912492456
39833,1271,1730879,1361.82454760031
19968,888,1730708,1948.9954954955
29152,1309,1729746,1321.42551566081
27729,1318,1729678,1312.35053110774
30331,1531,1729643,1129.74722403658
17284,940,1729570,1839.96808510638
32696,1062,1729500,1628.53107344633
25229,1271,1728804,1360.19197482297
38421,1432,1728631,1207.14455307263
32782,1909,1727888,905.127291775799
30625,1766,1727885,978.417327293318
31647,1565,1727442,1103.79680511182
26749,1123,1726517,1537.41495992876
39402,1371,1726071,1258.98687089716
33819,2001,1725965,862.551224387806
18976,694,1724950,2485.51873198847
33697,1682,1723550,1024.70273483948
32950,1838,1723511,937.710010881393
35284,1646,1723274,1046.94653705954
33637,1784,1722094,965.29932735426
26002,919,1721219,1872.92600652884
14600,764,1721099,2252.74738219895
18454,812,1720613,2118.9815270936
18530,1104,1720332,1558.27173913043
34820,2180,1720246,789.103669724771
28885,1417,1720091,1213.8962597036
34315,2063,1719971,833.723218613669
33333,1690,1719652,1017.54556213018
39174,1086,1719444,1583.2817679558
34366,1626,1718659,1056.98585485855
39324,1385,1718207,1240.58267148014
32759,1477,1717578,1162.88287068382
31971,2041,1716966,841.237628613425
25140,1251,1716907,1372.4276578737
34204,1789,1716109,959.256008943544
31375,1504,1715101,1140.35970744681
39608,1248,1713941,1373.35016025641
33628,1786,1713439,959.372340425532
25648,862,1713325,1987.61600928074
28761,1158,1712935,1479.21848013817
34249,2090,1712368,819.314832535885
16879,1094,1711942,1564.84643510055
32823,1642,1711719,1042.45980511571
35132,1843,1710530,928.122626153012
38277,1560,1710037,1096.17756410256
32673,1514,1710011,1129.46565389696
33391,1938,1709967,882.335913312694
27992,2007,1709398,851.717987045341
32092,1650,1708382,1035.38303030303
33979,2012,1707536,848.675944333996
16200,1039,1707477,1643.38498556304
30138,1693,1707420,1008.5174246899
18914,1079,1707233,1582.23632993513
30549,1813,1707216,941.65250965251
30508,1687,1707014,1011.86366330765
32560,1630,1706653,1047.0263803681
30106,1801,1706643,947.608550805108
15000,898,1706488,1900.32071269488
39440,1390,1706136,1227.43597122302
20306,928,1705948,1838.30603448276
27417,1480,1705867,1152.61283783784
34137,2032,1705861,839.498523622047
32878,2097,1705791,813.443490701001
31673,1697,1705673,1005.110783736
32967,1507,1704473,1131.03715992037
20817,714,1704384,2387.09243697479
17583,1014,1703661,1680.13905325444
18176,1280,1703045,1330.50390625
14873,1047,1703012,1626.5635148042
39669,1346,1701111,1263.82689450223
26676,1205,1701096,1411.6979253112
21479,793,1700717,2144.66204287516
32180,1535,1700446,1107.78241042345
19218,745,1699806,2281.61879194631
30317,1676,1699401,1013.96241050119
27585,1344,1699381,1264.42038690476
27361,1221,1698971,1391.45864045864
16614,887,1697639,1913.91093573844
31593,1508,1697586,1125.72015915119
30407,1469,1697221,1155.35806671205
34283,2034,1696909,834.271878072763
20363,1091,1696606,1555.0925756187
38394,1557,1696566,1089.63776493256
30762,1652,1695812,1026.5205811138
38362,1061,1695628,1598.14137606032
32381,1411,1695592,1201.69525159461
31101,1666,1695480,1017.69507803121
38762,1489,1695329,1138.56883814641
33923,1647,1694993,1029.13964784457
33835,1946,1694736,870.881808838643
31851,2038,1694221,831.315505397449
26028,1308,1693857,1294.99770642202
32337,1724,1693761,982.459976798144
16353,942,1693650,1797.92993630573
25853,1845,1693057,917.646070460705
32183,1223,1692932,1384.24529844644
26910,1199,1692380,1411.49291075897
30743,1594,1692107,1061.54767879548
33148,1622,1692059,1043.19297163995
38103,1470,1690871,1150.25238095238
26803,1347,1690822,1255.25018559762
31669,1714,1690798,986.463243873979
31584,1603,1689921,1054.22395508422
34689,726,1689483,2327.11157024793
38477,1507,1689455,1121.07166556072
33353,1850,1689076,913.014054054054
31231,1685,1688573,1002.12047477745
34984,1795,1687900,940.33426183844
31445,1737,1687491,971.497409326425
28965,666,1687242,2533.3963963964
32004,1520,1686688,1109.66315789474
28699,1260,1686567,1338.54523809524
34317,2055,1686564,820.712408759124
33572,1702,1686389,990.827849588719
25465,1086,1686290,1552.7532228361
38429,1423,1686266,1185.00773014758
38713,1359,1686085,1240.68064753495
16444,816,1685635,2065.72916666667
32018,1634,1685270,1031.37698898409
16565,1091,1685223,1544.6590284143
20380,1024,1685066,1645.572265625
30902,1604,1684353,1050.09538653367
33343,1617,1683973,1041.41805813234
30037,1372,1683901,1227.33309037901
16268,744,1683715,2263.05779569892
38805,855,1682542,1967.88538011696
40977,529,1682510,3180.54820415879
39230,1342,1681978,1253.33681073025
17910,763,1681543,2203.85714285714
32021,1466,1680935,1146.61323328786
18036,908,1680163,1850.39977973568
39678,1424,1679689,1179.55688202247
31797,1875,1679337,895.6464
39397,1459,1678956,1150.75805346128
29793,1749,1678599,959.747855917667
32527,1703,1677521,985.038755137992
39169,1321,1676867,1269.39212717638
16407,861,1676699,1947.3855981417
38146,1533,1675699,1093.08480104371
32952,1786,1675504,938.132138857783
35122,1906,1675377,879.001573976915
34980,1982,1675373,845.294147325934
26139,1110,1675202,1509.19099099099
14817,1127,1675089,1486.3256433008
14541,937,1674760,1787.36392742796
31011,1514,1673731,1105.50264200793
32649,1778,1673693,941.334645669291
31156,1652,1673158,1012.80750605327
38128,1394,1673003,1200.1456241033
17361,996,1672679,1679.39658634538
30589,1496,1672395,1117.91109625668
25104,1008,1672024,1658.75396825397
33264,1234,1671624,1354.63857374392
32859,1608,1671293,1039.36131840796
32089,1518,1671230,1100.94202898551
30063,1506,1670846,1109.45949535193
38876,1410,1670760,1184.93617021277
39232,1492,1670507,1119.6427613941
32342,1832,1669605,911.356441048035
28080,1301,1669421,1283.18293620292
33541,1795,1668933,929.767688022284
30770,1636,1668777,1020.03484107579
25388,1771,1668380,942.05533596838
29877,1706,1668219,977.854044548652
39213,1379,1667726,1209.37345902828
38309,1491,1667353,1118.27833668679
39647,1288,1667335,1294.5147515528
33897,1850,1666397,900.755135135135
30792,1747,1665609,953.410990269033
33392,1513,1665290,1100.65432914739
32001,1729,1665127,963.057836899942
30836,1542,1665115,1079.8411154345
34117,1966,1664876,846.834181078332
20214,964,1664679,1726.84543568465
33661,1784,1664616,933.080717488789
21622,966,1664595,1723.18322981366
28006,1245,1664391,1336.86024096386
26765,1227,1664336,1356.42705786471
29069,1290,1663877,1289.82713178295
30570,1692,1663613,983.222813238771
28576,1421,1663542,1170.68402533427
35299,2008,1663268,828.320717131474
26838,1041,1663190,1597.68491834774
33730,1865,1663144,891.766219839142
32906,1643,1662510,1011.8746195983
33129,1521,1661669,1092.4845496384
31959,1606,1661048,1034.27646326276
28338,1460,1660986,1137.66164383562
30721,1417,1660848,1172.08750882145
38864,1634,1660554,1016.25091799266
34922,1976,1659990,840.075910931174
15811,737,1659924,2252.27137042062
39594,1504,1659864,1103.6329787234
26620,1782,1659661,931.347362514029
28750,1304,1659613,1272.70935582822
20741,842,1659340,1970.71258907363
33453,1741,1659156,952.990235496841
31127,1713,1658757,968.334500875657
31932,1371,1658730,1209.86870897155
17790,724,1658258,2290.41160220995
26567,897,1658218,1848.6265328874
40870,517,1657207,3205.42940038685
29869,2046,1656771,809.760997067449
33842,1651,1656667,1003.43246517262
32365,1809,1656635,915.773908236595
30242,1904,1656143,869.823004201681
32617,1655,1656141,1000.68942598187
17019,1025,1654492,1614.13853658537
31112,1587,1654483,1042.52236925016
24868,1115,1654122,1483.51748878924
30342,1599,1653911,1034.34083802376
14759,888,1653906,1862.50675675676
32827,1534,1653650,1077.99869621904
32384,694,1653609,2382.72190201729
33141,1419,1653501,1165.25792811839
33259,1853,1653363,892.262817053427
31328,1802,1653064,917.34961154273
33149,1704,1653005,970.073356807512
35351,2031,1652873,813.822255046775
32953,1721,1652485,960.188843695526
31020,1685,1652288,980.586350148368
32489,1505,1651891,1097.60199335548
20960,1037,1651713,1592.78013500482
38352,1453,1651693,1136.74673090158
38056,1530,1651326,1079.29803921569
29912,502,1649725,3286.30478087649
32081,1812,1649592,910.370860927152
31494,1789,1649386,921.959754052543
33660,1691,1648991,975.157303370787
32258,1672,1648613,986.012559808612
27290,1022,1648500,1613.01369863014
33728,1640,1648337,1005.08353658537
31783,1721,1647850,957.495642068565
30510,1537,1646758,1071.41054001301
32404,1739,1646364,946.730304772858
20519,1001,1646317,1644.67232767233
39591,1245,1646314,1322.340562249
30013,1705,1646138,965.476832844575
31327,1801,1646087,913.985008328706
32313,1813,1645868,907.814671814672
32708,1644,1645030,1000.62652068127
25783,1195,1644175,1375.87866108787
25647,1191,1643846,1380.22334172964
25220,995,1643756,1652.01608040201
30787,1679,1643186,978.669446098868
21018,903,1642799,1819.26799557032
32832,1662,1641706,987.789410348977
32131,1633,1641486,1005.19657072872
31823,1689,1641345,971.785079928952
24942,1766,1641256,929.363533408834
38403,1771,1640753,926.455674760023
31280,1796,1640237,913.272271714922
30436,1757,1638474,932.540694365396
30197,1193,1637792,1372.83487007544
32642,1696,1637437,965.469929245283
31090,1680,1637427,974.658928571429
25090,969,1637342,1689.72342621259
33636,1636,1637198,1000.73227383863
27363,1403,1636999,1166.78474697078
16534,1027,1636814,1593.78188899708
33077,1488,1636725,1099.94959677419
33925,2017,1636383,811.295488349033
28398,1154,1636164,1417.81975736568
30530,1548,1636119,1056.92441860465
26390,1367,1635614,1196.49890270666
27502,1061,1635293,1541.27521206409
38938,1432,1635082,1141.81703910615
27597,1781,1634915,917.975856260528
39026,1115,1634842,1466.22600896861
29196,1353,1634501,1208.05691056911
33589,1759,1634095,928.990903922683
30397,1587,1633745,1029.45494643982
39487,1434,1633369,1139.029986053
38659,1327,1632702,1230.3707611153
39539,1109,1632499,1472.04598737601
29930,1598,1632435,1021.54881101377
35698,928,1630806,1757.33405172414
33914,1730,1629953,942.16936416185
39790,1501,1629618,1085.68820786143
32046,1677,1629324,971.570661896243
33003,1614,1629269,1009.46034696406
31374,1423,1629090,1144.82782853127
17978,870,1628752,1872.12873563218
32835,1692,1628600,962.529550827423
21354,814,1628530,2000.65110565111
38388,1511,1628115,1077.50827266711
18492,988,1628009,1647.78238866397
29094,1235,1627876,1318.11821862348
17035,1136,1627672,1432.80985915493
30845,1634,1626920,995.667074663403
29962,1506,1626769,1080.19189907039
34909,1912,1626482,850.67050209205
31059,1757,1626451,925.697780307342
38484,1451,1626123,1120.69124741558
19607,865,1625625,1879.33526011561
33561,1866,1625601,871.168810289389
33033,1911,1625449,850.575091575092
30220,1891,1624236,858.92966684294
19385,831,1623709,1953.92178098676
27479,1251,1623267,1297.57553956835
31588,1814,1623258,894.850055126792
32830,1621,1623110,1001.30166563849
33519,1556,1622970,1043.03984575835
30111,1581,1622757,1026.41176470588
30697,1783,1621926,909.661245092541
31474,1402,1621878,1156.83166904422
33140,1624,1621596,998.519704433498
32288,1972,1621362,822.19168356998
30535,1669,1621288,971.412822049131
33436,1749,1621184,926.920526014866
32500,1881,1621066,861.810738968634
31608,1880,1620948,862.206382978723
29392,1248,1620169,1298.21233974359
35346,2007,1619706,807.028400597907
35385,1642,1618992,985.987819732034
31302,1585,1618045,1020.84858044164
38816,1534,1616992,1054.10169491525
34207,1959,1616934,825.387442572741
30445,1494,1616907,1082.26706827309
16855,1024,1616826,1578.931640625
38738,1546,1616518,1045.61319534282
33194,1714,1616303,943.000583430572
30908,1233,1616249,1310.82643957826
18775,773,1616168,2090.77360931436
18996,1153,1615960,1401.526452732
31514,1653,1615448,977.282516636419
32538,1583,1614720,1020.03790271636
39342,1365,1614636,1182.88351648352
18252,1007,1614523,1603.29990069513
30266,1702,1614286,948.464159811986
14582,701,1614093,2302.5577746077
31233,1558,1613784,1035.80487804878
32213,1638,1613569,985.08485958486
28205,1415,1613323,1140.15759717315
18553,1050,1613287,1536.46380952381
32809,1726,1613230,934.663962920046
33097,1785,1613167,903.735014005602
25455,1367,1613030,1179.97805413314
29010,1180,1612528,1366.54915254237
29757,1405,1612492,1147.68113879004
29998,1894,1612383,851.310982048575
29952,1441,1612312,1118.88410825815
35554,1181,1612022,1364.96359017782
15412,585,1611390,2754.51282051282
30519,1562,1611207,1031.50256081946
31974,1704,1610692,945.241784037559
39135,1292,1610507,1246.52244582043
32833,1687,1610381,954.582691167754
32666,1666,1609487,966.078631452581
25704,1198,1609097,1343.15275459099
27521,1155,1608419,1392.57056277056
32407,1829,1608327,879.347731000547
31094,1668,1608192,964.143884892086
33415,1752,1607087,917.287100456621
30081,1867,1606538,860.491697911087
28193,1394,1605827,1151.956241033
31171,1852,1605667,866.990820734341
19000,725,1605581,2214.59448275862
32477,1486,1605012,1080.08882907133
16243,874,1604364,1835.65675057208
33334,1680,1604276,954.926190476191
30884,1671,1604201,960.024536205865
31582,1582,1604195,1014.02970922882
33240,1552,1603898,1033.43943298969
20059,918,1603373,1746.59368191721
38541,1479,1603183,1083.96416497634
28921,1344,1602636,1192.4375
35034,1667,1602501,961.308338332334
30764,1721,1602460,931.121441022661
33312,1825,1602422,878.039452054795
29310,1488,1602216,1076.75806451613
33043,1540,1601848,1040.16103896104
32126,1464,1601841,1094.15368852459
17594,786,1600620,2036.41221374046
29997,1628,1600290,982.979115479116
29994,1728,1600263,926.078125
27815,2036,1600075,785.891453831041
26322,1188,1599558,1346.42929292929
39525,1445,1599466,1106.89688581315
35000,1786,1599273,895.44960806271
33805,1995,1599228,801.618045112782
32515,1549,1599052,1032.31245965139
31935,1507,1598648,1060.81486396815
30055,1711,1597959,933.932787843366
20185,902,1597403,1770.95676274945
28114,809,1596978,1974.01483312732
30085,1600,1596903,998.064375
38517,1388,1596570,1150.26657060519
24894,429,1596511,3721.47086247086
28879,1277,1596421,1250.13390759593
33294,1779,1594903,896.516582349635
30249,1795,1594880,888.512534818942
34028,1726,1594759,923.962340672074
18057,1053,1594714,1514.44824311491
32157,1300,1594209,1226.31461538462
26967,515,1594108,3095.35533980583
30282,1654,1593929,963.681378476421
30350,1103,1593639,1444.82230281052
38933,1425,1593632,1118.33824561404
31529,1843,1593511,864.628865979381
38435,1679,1593330,948.975580702799
29737,1622,1593065,982.160912453761
20055,1068,1593027,1491.59831460674
32979,1768,1592178,900.553167420815
28676,1734,1591994,918.104959630911
28907,1264,1591936,1259.44303797468
29725,1552,1591744,1025.60824742268
27511,1879,1591661,847.078765300692
39166,1612,1591115,987.044044665012
34056,1785,1591084,891.363585434174
33563,1725,1591041,922.342608695652
30253,1672,1590800,951.435406698565
38952,1450,1590599,1096.96482758621
31344,1700,1590516,935.597647058824
30239,1803,1590504,882.14309484193
32340,1391,1590469,1143.3997124371
30632,1645,1590326,966.763525835866
30893,1295,1590104,1227.87953667954
24796,1661,1589856,957.167971101746
31303,1538,1589803,1033.68205461639
30790,1597,1589725,995.444583594239
30053,1761,1589166,902.422487223169
21279,886,1588584,1792.9841986456
32304,1831,1588211,867.400873839432
20602,853,1587870,1861.5123094959
32392,1488,1587637,1066.96034946237
20632,950,1587341,1670.88526315789
34297,1935,1587201,820.258914728682
31301,1722,1587061,921.638211382114
21684,620,1586929,2559.56290322581
31830,1580,1586820,1004.3164556962
39070,1493,1586706,1062.76356329538
33689,1752,1586349,905.450342465753
38645,1537,1586095,1031.94209499024
39022,951,1585980,1667.69716088328
32590,1612,1585873,983.792183622829
32363,1612,1585383,983.488213399504
28140,1219,1585162,1300.37899917966
19554,929,1585090,1706.2325080732
15884,825,1585078,1921.30666666667
38664,1557,1584652,1017.75979447656
34373,1793,1584248,883.573898494144
29927,1442,1583955,1098.44313453537
30587,1475,1583755,1073.73220338983
29917,1722,1583736,919.707317073171
14922,1043,1583643,1518.35378715245
31199,1731,1583491,914.783939919122
28111,1242,1583343,1274.83333333333
32502,1490,1583298,1062.61610738255
25999,1050,1582830,1507.45714285714
39405,994,1582469,1592.02112676056
26855,1022,1582467,1548.40215264188
33614,1704,1582381,928.62734741784
30408,1587,1581710,996.666666666667
29910,1738,1581691,910.063866513234
32411,1618,1581480,977.42892459827
30223,1617,1581099,977.797773654917
18663,1234,1580713,1280.96677471637
33785,1699,1580690,930.364920541495
39100,1381,1580521,1144.47574221579
27438,1237,1580354,1277.56992724333
33855,1936,1580188,816.212809917355
32638,1493,1580179,1058.39182853315
15219,1051,1579689,1503.03425309229
30034,1573,1579667,1004.23839796567
31944,1572,1579403,1004.70928753181
32802,1619,1579324,975.493514515133
31632,1621,1579319,974.286859962986
33645,1122,1578480,1406.8449197861
31522,1745,1578414,904.535243553009
32914,1760,1578258,896.7375
30443,1732,1578089,911.136836027714
26094,970,1577813,1626.61134020619
29854,1647,1577702,957.924711596843
26534,1845,1577025,854.756097560976
34322,1669,1576635,944.658478130617
31486,1615,1576588,976.215479876161
33115,1736,1576588,908.172811059908
31820,1768,1576389,891.622737556561
28232,1111,1576094,1418.62646264626
16701,919,1576029,1714.93906420022
33257,1520,1576027,1036.85986842105
26556,1190,1575920,1324.3025210084
17535,955,1575886,1650.14240837696
27026,1420,1575733,1109.67112676056
30661,1305,1575534,1207.30574712644
30247,1765,1575425,892.592067988669
33323,1843,1574908,854.534997287032
32543,1629,1574799,966.72744014733
31636,1555,1574656,1012.64051446945
24892,1109,1574397,1419.65464382326
30032,1847,1574320,852.365998917163
27256,1360,1574089,1157.41838235294
30769,1539,1573602,1022.48343079922
33266,1536,1573478,1024.39973958333
30646,1545,1573394,1018.37799352751
35047,1717,1573179,916.237041351194
31548,1852,1573161,849.43898488121
39742,1548,1572865,1016.06266149871
38348,1435,1572795,1096.0243902439
29949,1759,1572632,894.048891415577
38345,1549,1572291,1015.03615235636
14575,964,1572251,1630.96576763485
38923,1642,1572174,957.47503045067
31128,1807,1572063,869.98505810736
33158,1729,1571918,909.148640832851
30727,1497,1571692,1049.89445557782
19537,1078,1571514,1457.8051948052
32939,1644,1570053,955.020072992701
27515,1138,1569769,1379.41036906854
20937,807,1569579,1944.95539033457
32672,1572,1569563,998.449745547074
27800,1168,1569466,1343.72089041096
38872,1474,1569155,1064.55563093623
30092,1721,1569101,911.737943056363
14661,1165,1568961,1346.74763948498
30918,1558,1568876,1006.98074454429
30718,1644,1568610,954.142335766423
31973,1666,1568371,941.399159663866
29136,1194,1567962,1313.20100502513
29887,1624,1567934,965.476600985222
29158,1555,1567847,1008.26173633441
34299,1749,1567803,896.399656946827
31788,1425,1567533,1100.02315789474
32162,1654,1567445,947.669286577993
38523,1428,1567379,1097.60434173669
39222,1594,1567118,983.135508155583
26412,1822,1567077,860.086169045006
32198,1724,1567004,908.935034802784
31986,1561,1566204,1003.33376040999
38562,1522,1566120,1028.98817345598
32824,1803,1566018,868.562396006656
39531,1265,1565801,1237.78735177866
30640,1200,1565774,1304.81166666667
21368,883,1565664,1773.11891279728
31455,1851,1565604,845.815235008104
17564,867,1565526,1805.68166089965
17851,838,1565444,1868.07159904535
33413,1704,1565206,918.548122065728
33188,1447,1565201,1081.68693849343
28219,1556,1565100,1005.84832904884
35552,1033,1565077,1515.07938044531
32893,1775,1565028,881.705915492958
30340,1355,1564817,1154.84649446494
32954,1745,1564550,896.590257879656
30938,1696,1564217,922.297759433962
27551,1530,1564189,1022.34575163399
15943,1146,1563948,1364.70157068063
30729,1572,1563836,994.806615776081
15829,694,1563262,2252.53890489914
34988,1760,1562954,888.042045454546
27961,1981,1562941,788.96567390207
31652,1845,1562922,847.112195121951
32306,1740,1562848,898.188505747127
17347,808,1562821,1934.18440594059
33074,1644,1562258,950.278588807786
27297,1283,1562086,1217.5261106781
33114,1604,1562012,973.822942643392
30213,1851,1561966,843.84981091302
31254,1701,1561588,918.041152263375
17287,1173,1561426,1331.1389599318
32597,1517,1561321,1029.21621621622
39325,1043,1561189,1496.8255033557
32223,1772,1560068,880.399548532732
29051,1330,1560035,1172.95864661654
33191,1697,1559897,919.208603417796
32339,1597,1559599,976.580463368816
31100,1441,1559478,1082.21929215822
16050,1104,1559375,1412.47735507246
33566,1540,1558842,1012.23506493506
30388,1570,1558475,992.65923566879
33554,1669,1558153,933.584781306172
33067,1743,1558141,893.942053930006
32780,1418,1557536,1098.40338504937
32148,1475,1557316,1055.80745762712
31140,1375,1556683,1132.13309090909
15358,766,1556443,2031.90992167102
32868,1883,1556389,826.547530536378
30922,1439,1556049,1081.340514246
27769,1393,1555673,1116.77889447236
32544,1648,1555548,943.900485436893
21083,1164,1555157,1336.04553264605
32173,1514,1554819,1026.96103038309
32771,1713,1554705,907.591943957969
16216,1173,1554685,1325.39215686275
33658,1700,1554587,914.462941176471
31290,1478,1554517,1051.77063599459
26742,1425,1554468,1090.85473684211
30073,1628,1554268,954.710073710074
32028,1839,1554085,845.070690592713
32890,1750,1554072,888.041142857143
17498,1241,1553938,1252.16599516519
32330,1584,1553857,980.970328282828
31255,1501,1553182,1034.76482345103
38553,1783,1553119,871.07066741447
32541,1844,1552450,841.89262472885
30088,1785,1552150,869.551820728291
31262,1898,1552106,817.758693361433
33072,1750,1551930,886.817142857143
34170,1706,1551841,909.637162954279
38102,1621,1551681,957.236890808143
40826,627,1551440,2474.38596491228
32839,1774,1551424,874.534385569335
33234,1795,1551221,864.189972144847
33599,1703,1551062,910.782149148561
31463,1643,1550845,943.910529519172
30955,1730,1550278,896.114450867052
30503,1702,1549877,910.621034077556
28119,1348,1549680,1149.61424332344
29898,1583,1549480,978.825015792799
33610,1675,1548989,924.769552238806
27246,1166,1548976,1328.45283018868
38053,1586,1548882,976.596469104666
29943,1386,1548617,1117.32828282828
38619,1562,1548344,991.257362355954
16382,1012,1548209,1529.85079051383
31274,1588,1548036,974.833753148615
32755,1624,1547867,953.120073891626
32992,1762,1547866,878.471055618615
38668,1653,1547657,936.271627344223
38761,1338,1547627,1156.67189835576
15459,1207,1547565,1282.15824357912
17636,956,1547530,1618.75523012552
33078,1450,1547309,1067.10965517241
38471,1696,1547176,912.25
34131,1732,1547113,893.252309468822
25308,1058,1547006,1462.19848771267
31179,1572,1546964,984.073791348601
20717,920,1546862,1681.37173913044
33352,1794,1546782,862.197324414716
38438,1637,1546759,944.87416004887
27524,1329,1546544,1163.68999247555
31210,1663,1546129,929.722790138304
31550,1544,1546109,1001.36593264249
30318,1750,1545442,883.109714285714
32050,1756,1545268,879.993166287016
16900,995,1545128,1552.89246231156
17066,884,1545018,1747.75791855204
39057,1656,1544649,932.759057971015
32278,1607,1544369,961.026135656503
31015,1567,1544294,985.509891512444
33248,1879,1544071,821.751463544439
18146,861,1543986,1793.24738675958
31604,1533,1543871,1007.09132420091
32086,1688,1543699,914.513625592417
34411,1786,1543669,864.316349384099
34265,1798,1543392,858.393770856507
39470,671,1543306,2300.00894187779
26469,1085,1543253,1422.35299539171
32465,1490,1543209,1035.71073825503
33745,1747,1542956,883.203205495135
38672,1463,1542381,1054.25905673274
30737,1493,1541773,1032.66778298727
31203,1474,1541334,1045.68113975577
17190,983,1541275,1567.92980671414
33071,1770,1541239,870.756497175141
32704,1646,1540558,935.940461725395
32140,1693,1540235,909.766686355582
14548,899,1540200,1713.23692992214
31137,1660,1540035,927.731927710843
30095,1726,1539834,892.140208574739
32557,1620,1539570,950.351851851852
33665,1760,1539563,874.751704545455
33627,1839,1539513,837.146818923328
32353,1777,1539417,866.301069217783
26056,1021,1539273,1507.61312438786
32903,1633,1538996,942.434782608696
30731,1459,1538983,1054.8204249486
28030,1379,1538835,1115.90645395214
27389,1195,1538708,1287.62175732218
33224,1611,1538637,955.081936685289
30685,1734,1538396,887.194925028835
38176,1686,1538375,912.44068801898
31230,1569,1538344,980.461440407903
33251,1096,1537834,1403.13321167883
17233,1246,1537492,1233.94221508828
30103,1589,1537386,967.517935808685
27425,1267,1537038,1213.1318074191
18375,813,1537026,1890.56088560886
15553,905,1536863,1698.19116022099
27956,1316,1536763,1167.75303951368
29776,1107,1536644,1388.11562782295
33225,1869,1536515,822.105403959337
31650,1663,1536096,923.689717378232
21211,1148,1535870,1337.86585365854
39123,1798,1535619,854.07063403782
19576,1186,1535616,1294.78583473862
32101,1669,1535381,919.940683043739
38663,1672,1535260,918.217703349282
33445,1391,1535076,1103.57728253055
30210,1649,1534868,930.787143723469
20822,1073,1534849,1430.42777260019
27666,1443,1534617,1063.49064449064
32007,1839,1534018,834.15878194671
33018,1553,1533951,987.73406310367
17925,1219,1533718,1258.17719442166
32090,1617,1533522,948.374768089054
39420,1516,1532937,1011.17216358839
29006,1322,1532670,1159.35703479576
32373,1735,1532584,883.333717579251
29946,1930,1532573,794.079274611399
34093,1683,1532445,910.54367201426
31318,1817,1532118,843.212988442488
32429,1731,1532014,885.04563835933
30673,1641,1531845,933.482632541133
31659,1869,1531767,819.565008025682
32280,1579,1531658,970.017732742242
38248,1494,1531366,1025.01070950469
32015,1813,1531294,844.618863761721
34074,1609,1531042,951.548788067123
29966,1695,1530790,903.120943952802
38899,1383,1530312,1106.51626898048
33212,1598,1529980,957.434292866083
30283,1802,1529928,849.016648168701
16305,1062,1529902,1440.5856873823
29746,1456,1529519,1050.49381868132
35663,1056,1529452,1448.3446969697
31963,1886,1529198,810.815482502651
31656,1599,1528965,956.200750469043
30989,1861,1528207,821.175174637292
33276,1744,1527581,875.906536697248
39928,1429,1527539,1068.9566130161
33295,1738,1527463,878.86248561565
28718,1532,1527213,996.875326370757
30662,1733,1527113,881.196191575303
38271,1621,1526904,941.951881554596
25186,1006,1526839,1517.73260437376
30572,1541,1526794,990.781310837119
18892,870,1526679,1754.80344827586
31904,1660,1526621,919.651204819277
32301,1733,1526495,880.839584535488
33287,1704,1526468,895.81455399061
28432,1474,1526391,1035.5434192673
31393,1866,1526132,817.862808145766
38678,1468,1526029,1039.52929155313
25310,1184,1525910,1288.77533783784
32008,1799,1525821,848.149527515286
20024,977,1525638,1561.55373592631
19316,706,1525439,2160.67847025496
30608,1577,1525323,967.230818008878
16105,867,1525157,1759.1199538639
24997,1130,1525099,1349.64513274336
