"","stationId","stationName","latitude","longitude","under20","under40","under60","under80"
"343","3368","5 Ave & 3 St",40.6728155,-73.98352355,4,723,920,111
"344","3369","E 82 St & East End Ave",40.7724607,-73.9468208,7,477,699,181
"345","337","Old Slip & Front St",40.7037992,-74.00838676,45,6013,4199,954
"346","3370","E 78 St & 2 Ave",40.7727966,-73.95577801,8,586,417,82
"347","3371","4 Ave & 2 St",40.6746134224758,-73.9850114285946,0,54,61,4
"348","3372","E 74 St & 1 Ave",40.7689738,-73.95482273,93,1505,1081,211
"349","3373","3 St & 3 Ave",40.6750705,-73.98775226,0,561,747,88
"350","3374","Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,24,1167,1610,163
"351","3375","3 Ave & E 72 St",40.7699426,-73.96060712,2,516,508,79
"352","3376","E 65 St & 2 Ave",40.7647185194434,-73.962220698595,4,1271,1232,365
"353","3377","Carroll St & Bond St",40.6786115,-73.99037292,2,749,566,49
"354","3378","E 76 St & Park Ave",40.773763,-73.96222088,2,1577,1211,313
"355","3379","E 103 St & Lexington Ave",40.7903051,-73.94755757,16,1473,566,68
"356","3381","3 St & Hoyt St",40.6777287,-73.99364123,1,488,356,32
"357","3382","Carroll St & Smith St",40.680611,-73.99475825,3,1552,1311,94
"358","3383","Cathedral Pkwy & Broadway",40.804213,-73.96699104,15,520,605,157
"359","3384","Smith St & 3 St",40.6787242,-73.99599099,4,712,745,85
"360","3386","1 Pl & Clinton St",40.6809591,-73.99905709,0,342,387,91
"361","3387","E 106 St & Madison Ave",40.7934337,-73.94945003,14,953,334,55
"362","3388","President St & Henry St",40.6828003,-73.99990419,0,311,468,12
"363","3389","Carroll St & Columbia St",40.6830456,-74.00348559,0,375,538,36
"364","339","Avenue D & E 12 St",40.72580614,-73.97422494,11,872,517,124
"365","3390","E 109 St & 3 Ave",40.79329668,-73.9432083,5,681,324,46
"366","3391","E 106 St & 1 Ave",40.7892529,-73.93956237,2,444,172,51
"367","3392","Commerce St & Van Brunt St",40.6812117,-74.00860912,0,271,154,5
"368","3393","Richards St & Delavan St",40.6794327,-74.00785041,1,149,115,33
"369","3394","Columbia St & W 9 St",40.6769993,-74.00647134,3,125,81,3
"370","3395","Henry St & W 9 St",40.6763744,-74.00324957,2,126,70,1
"371","3396","Clinton St & 4 Place",40.6783563,-74.00014502,7,233,334,22
"372","3397","Court St & Nelson St",40.6763947,-73.99869893,1,363,474,28
"373","3398","Smith St & 9 St",40.6746957,-73.99785768,13,1140,628,77
"374","3399","7 St & 3 Ave",40.6726029815013,-73.9898300170898,2,535,489,31
"375","340","Madison St & Clinton St",40.71269042,-73.98776323,3,1009,808,212
"376","3400","E 110 St & Madison Ave",40.7961535,-73.94782145,26,649,548,72
"377","3401","2 Ave & 9 St",40.6724811,-73.99331394,0,67,45,22
"378","3402","Court St & State St",40.6902375,-73.99203074,4,1385,1925,254
"379","3403","4 Ave & 9 St",40.6705135,-73.98876585,4,693,556,87
"380","3404","7 St & 5 Ave",40.6704922,-73.98541675,3,362,352,44
"381","3405","5 St & 6 Ave",40.6704836,-73.98208968,9,215,259,29
"382","3407","Union St & Nevins St",40.6790979972168,-73.9876547455788,1,592,463,26
"383","3408","Congress St & Clinton St",40.6881529,-73.99520919,4,990,906,145
"384","3409","Bergen St & Smith St",40.6867443,-73.99063168,14,2801,1932,249
"385","341","Stanton St & Mangin St",40.71782143,-73.97628939,353,1103,643,87
"386","3410","Dean St & Hoyt St",40.6864442,-73.98759104,2,507,428,36
"387","3411","Bond St & Bergen St",40.6849668,-73.98620772,8,675,767,43
"388","3412","Pacific St & Nevins St",40.6853761,-73.98302136,6,492,359,18
"389","3413","Wyckoff St & 3 Ave",40.6827549,-73.98258555,7,549,250,14
"390","3414","Bergen St & Flatbush Ave",40.6809447234773,-73.9756733179092,1,1434,893,70
"391","3415","Prospect Pl & 6 Ave",40.6793307,-73.97519523,1,926,567,60
"392","3416","7 Ave & Park Pl",40.6776147,-73.97324283,30,2691,1880,184
"393","3417","Baltic St & 5 Ave",40.6795766,-73.97854971,6,843,473,28
"394","3418","Plaza St West & Flatbush Ave",40.6750207,-73.97111473,7,1283,1375,305
"395","3419","Douglass St & 4 Ave",40.6792788,-73.98154004,1,1142,610,31
"396","342","Columbia St & Rivington St",40.71739973,-73.98016555,170,785,809,259
"397","3420","Douglass St & 3 Ave",40.6802133,-73.98432695,2,1601,821,23
"398","3422","Columbia St & Degraw St",40.6859296,-74.00242364,0,558,534,72
"399","3423","West Drive & Prospect Park West",40.6610633719006,-73.9794525504112,27,1172,1177,147
"400","3424","E 106 St & Lexington Ave",40.791976,-73.945993,4,648,336,126
"401","3425","2 Ave & E 104 St",40.7892105,-73.94370784,5,1083,343,92
"402","3426","JCBS Depot",40.70965,-74.0686,0,1,0,0
"403","3427","Lafayette St & Jersey St",40.7243052725033,-73.9960098266602,14,5082,2259,269
"404","3429","Hanson Pl & Ashland Pl",40.6850680730818,-73.9779075980186,87,3728,3077,235
"405","343","Clinton Ave & Flushing Ave",40.69794,-73.96986848,4,1441,575,53
"406","3430","Richardson St & N Henry St",40.7190789117956,-73.9422369003296,1,956,373,9
"407","3432","NYCBS Depot - GOW",40.6690601350111,-73.9946365356445,0,153,10,29
"408","3434","W 88 St & West End Ave",40.7902541733042,-73.9771834015846,2,424,358,91
"409","3435","Grand St & Elizabeth St",40.718822,-73.99596,61,5299,2978,825
"410","3437","Riverside Dr & W 91 St",40.7931348098666,-73.9770036935806,6,438,446,58
"411","344","Monroe St & Bedford Ave",40.6851443,-73.95380904,10,1055,508,154
"412","3440","Fulton St & Adams St",40.6924182925785,-73.989494740963,9,4162,3184,475
"413","3441","10 Hudson Yards",40.752957,-74.00264,0,946,569,77
"414","3443","W 52 St & 6 Ave",40.7613298312481,-73.9798200130463,3,9919,9632,1853
"415","3449","Eckford St & Engert Ave",40.7214625622982,-73.9480090141296,0,336,171,5
"416","3452","Bayard St & Leonard St",40.7191557169604,-73.9488539099693,1,1023,357,13
"417","3453","Devoe St & Lorimer St",40.7133522622288,-73.9491033554077,0,1880,421,19
"418","3454","Leonard St & Maujer St",40.7103685423523,-73.9470595121384,5,735,134,6
"419","3456","Jackson St & Leonard St",40.7163803197356,-73.9482128620148,0,252,67,9
"420","3457","E 58 St & Madison Ave",40.7630259428052,-73.9720952510834,2,1660,1986,196
"421","3458","W 55 St & 6 Ave",40.763093872708,-73.9783501625061,0,845,837,153
"422","3459","E 53 St & 3 Ave",40.7576322773944,-73.9693057537079,21,7695,5329,763
"423","346","Bank St & Hudson St",40.73652889,-74.00618026,2,1730,1127,542
"424","3461","Murray St & Greenwich St",40.7148515052625,-74.0112233161926,8,4252,3663,475
"425","3463","E 16 St & Irving Pl",40.7353670556054,-73.9879739284515,12,4206,3263,681
"426","3466","W 45 St & 6 Ave -",40.7566872060318,-73.9825773239136,1,543,438,105
"427","3467","W Broadway & Spring Street",40.7249467235942,-74.0016585588455,21,7103,2590,315
"428","3469","India St & West St",40.7318140172097,-73.9599502086639,9,1431,689,12
"429","347","Greenwich St & W Houston St",40.728846,-74.008591,15,8790,5169,965
"430","3472","W 15 St & 10 Ave",40.742753828659,-74.0074735879898,6,4182,1981,480
"431","3477","39 St & 2 Ave - Citi Bike HQ at Industry City",40.6553997744783,-74.0106278657913,2,288,304,19
"432","3478","2 Ave & 36 St - Citi Bike HQ at Industry City",40.6570886666848,-74.0087020397186,5,910,455,63
"433","3479","Picnic Point",40.68513,-74.02535,2,45,44,7
"434","3486","Schermerhorn St & Bond St",40.6884174275408,-73.9845165610313,3,2477,1580,68
"435","349","Rivington St & Ridge St",40.71850211,-73.98329859,19,1385,748,172
"436","3490","E 116 St & 2 Ave",40.796879,-73.937261,23,404,235,9
"437","3491","E 118 St & 1 Ave",40.79747,-73.93504,15,386,263,31
"438","3492","E 118 St & Park Ave",40.8005385,-73.9419949,4,297,171,17
"439","3493","E 118 St & 3 Ave",40.799139,-73.9389152,10,521,322,106
"440","3494","E 115 St & Lexington Ave",40.797911,-73.9423,18,835,465,18
"441","3495","E 114 St & 1 Ave",40.7945663,-73.9362541,17,469,275,43
"442","3496","1 Ave & E 110 St",40.7923272,-73.9383,14,806,650,51
"443","3497","Pleasant Ave & E 116 St",40.7949879,-73.9333349,63,622,734,75
"444","3498","Pleasant Ave & E 120 St",40.7974772,-73.9311847,5,472,268,12
"445","3499","2 Ave & E 122 St",40.8006721,-73.9349,4,521,274,112
"446","350","Clinton St & Grand St",40.71559509,-73.9870295,39,1691,1742,343
"447","3500","E 115 St & Madison Ave",40.7989445,-73.944846,5,659,319,18
"448","3501","E 118 St & Madison Ave",40.8014866,-73.9442507,1,459,281,96
"449","3502","Lexington Ave & E 111 St",40.7954121,-73.9441232,15,916,562,125
"450","3503","Madison Ave & E 120 St",40.80295,-73.942954,0,347,194,57
"451","3504","E 123 St & Lexington Ave",40.8029263,-73.9379,2,1056,556,16
"452","3505","Lexington Ave & E 127 St",40.805726,-73.936322,7,695,354,13
"453","3506","Lexington Ave & E 120 St",40.8013066,-73.9398167,1,297,221,54
"454","3507","Park Ave & E 124 St",40.8045555,-73.9396861,10,4453,2217,218
"455","3508","St Nicholas Ave & Manhattan Ave",40.809725,-73.953149,16,1779,825,172
"456","3509","Lenox Ave & W 115 St",40.8011939,-73.9500739,3,681,527,93
"457","351","Front St & Maiden Ln",40.70530954,-74.00612572,3,3757,2822,474
"458","3510","Adam Clayton Powell Blvd & W 123 St",40.8078316,-73.949373,1,517,269,138
"459","3511","Adam Clayton Powell Blvd & W 115 St",40.802535,-73.9532423,2,327,227,16
"460","3512","27 Ave & 4 St",40.7747175,-73.9337894,0,84,56,17
"461","3513","21 St & Hoyt Ave S",40.774645,-73.923706,1,199,104,5
"462","3514","Astoria Park S & Shore Blvd",40.7767,-73.927631,0,282,129,4
"463","3515","24 Ave & 26 St",40.774591,-73.918544,0,268,87,28
"464","3516","31 St & Astoria Blvd",40.7699176,-73.9184057,4,708,177,168
"465","3517","31 St & Hoyt Ave N",40.7711528,-73.9170074,3,359,224,20
"466","3518","Lenox Ave & W 126 St",40.808442,-73.9452087,18,1062,916,109
"467","3520","Adam Clayton Powell Blvd & W 118 St",40.804372,-73.951475,4,393,276,18
"468","3521","Lenox Ave & W 111 St",40.7987859,-73.9523,42,1889,1565,162
"469","3522","37 St & 24 Ave",40.7701477,-73.9120938,0,149,88,1
"470","3523","24 Ave & 29 St",40.7729,-73.916142,9,379,89,7
"471","3524","19 St & 24 Ave",40.7774552,-73.9225403,3,323,183,9
"472","3525","23 Ave & 27 St",40.776165,-73.9153175,0,257,165,3
"473","3526","31 St & 23 Ave",40.7747878,-73.9125551,7,2517,1347,112
"474","3527","5 Ave & E 126 St",40.80698,-73.941747,9,464,244,19
"475","3528","Steinway St & 23 Ave",40.7713937,-73.9077436,1,265,108,2
"476","3529","Lenox Ave & W 130 St",40.8107922,-73.9430681,13,710,492,21
"477","353","S Portland Ave & Hanson Pl",40.68539567,-73.97431458,5,860,599,19
"478","3530","Crescent St & Ditmars Blvd",40.7787185,-73.9145645,2,190,97,4
"479","3531","Frederick Douglass Blvd & W 129 St",40.8125511,-73.9492286,4,517,172,44
"480","3532","Ditmars Blvd & 19 St",40.78145,-73.9183302,16,298,125,4
"481","3533","St. Nicholas Ave & W 126 St",40.8114323,-73.9518776,15,860,610,43
"482","3534","Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,14,1080,675,123
"483","3535","Mt Morris Park W & W 120 St",40.804038,-73.945925,8,417,251,42
"484","3536","W 116 St & Broadway",40.8082,-73.9641,22,717,621,63
"485","3537","Carlton Ave & Dean St",40.6809741,-73.9710097,4,781,401,120
"486","3538","W 110 St & Amsterdam Ave",40.802692,-73.96295,18,695,480,91
"487","3539","W 116 St & Amsterdam Ave",40.8067581,-73.9607082,5,1118,393,146
"488","354","Emerson Pl & Myrtle Ave",40.69363137,-73.96223558,10,795,494,147
"489","3540","Morningside Ave & W 123 St",40.81,-73.9551508,35,583,729,84
"490","3541","Amsterdam Ave & W 125 St",40.813358,-73.956461,3,483,479,108
"491","3542","Amsterdam Ave & W 119 St",40.8086249,-73.9596214,4,774,476,81
"492","3543","Morningside Dr & Amsterdam Ave",40.81028506306,-73.9573645591736,0,268,103,46
"493","3544","Underhill Ave & Pacific St",40.6804836,-73.9646795,0,465,357,21
"494","3545","Broadway & W 122 St",40.8120562,-73.9612547,3,299,259,19
"495","3546","Pacific St & Classon Ave",40.6791944,-73.9587903,0,272,251,6
"496","3547","Broadway & Moylan Pl",40.8143256,-73.9590255,8,803,691,98
"497","3549","Grand Ave & Bergen St",40.678045,-73.962408,0,605,208,4
"498","355","Bayard St & Baxter St",40.71602118,-73.99974372,15,2187,1830,575
"499","3551","3 Ave & E 112 St",40.795508,-73.941606,10,273,151,47
"500","3552","W 113 St & Broadway",40.805973,-73.964928,15,589,396,159
"501","3553","Frederick Douglass Blvd & W 112 St",40.801694,-73.957145,10,892,672,170
"502","3554","Vernon Blvd & 41 Rd",40.7552433,-73.9485678,1,178,185,149
"503","3555","28 St & 41 Ave",40.751047,-73.93797,0,1449,1091,164
"504","3556","24 St & 41 Ave",40.7527085,-73.9397405,0,629,251,17
"505","3557","40 Ave & 9 St",40.75742,-73.945133,2,361,375,72
"506","3558","Bergen St & Vanderbilt Ave",40.6794388,-73.9680438,1,1114,537,52
"507","3559","21 St & 38 Ave",40.7576314,-73.9391224,0,295,99,9
"508","356","Bialystoker Pl & Delancey St",40.71622644,-73.98261206,4,613,650,106
"509","3560","28 St & 38 Ave",40.754876,-73.934326,0,459,362,88
"510","3561","37 Ave & 35 St",40.7531106,-73.9279917,0,632,300,3
"511","3562","Classon Ave & St Marks Ave",40.6765198,-73.9596082,0,737,366,4
"512","3563","28 St & 36 Ave",40.757186,-73.932719,1,271,128,80
"513","3564","21 St & 36 Ave",40.7601853,-73.9362726,1,121,115,5
"514","3565","36 Ave & 10 St",40.7614376,-73.9411265,0,329,185,12
"515","3566","Crescent St & 35 Ave",40.7596276,-73.9321455,4,191,167,3
"516","3567","11 St & 35 Ave",40.7627442,-73.9391141,0,63,191,1
"517","3568","34 St & 35 Ave",40.7569332,-73.9262231,13,389,196,5
"518","3569","Franklin Ave & St Marks Ave",40.6758324,-73.9561677,9,567,165,4
"519","357","E 11 St & Broadway",40.73261787,-73.99158043,2,178,208,24
"520","3570","35 Ave & 37 St",40.7557327,-73.9236611,7,492,306,20
"521","3571","Bedford Ave & Bergen St",40.676368,-73.952918,1,800,219,8
"522","3572","34 Ave & 38 St",40.756913,-73.921631,2,1715,528,85
"523","3573","35 St & 34 Ave",40.7580583,-73.9242751,0,205,148,6
"524","3574","Prospect Pl & Underhill Ave",40.6769694,-73.96579,0,363,196,30
"525","3575","Crescent St & 34 Ave",40.76108,-73.930562,0,156,151,3
"526","3576","Park Pl & Vanderbilt Ave",40.6767,-73.969024,0,1095,618,34
"527","3577","34 Ave & 21 St",40.7628138,-73.9342862,0,91,112,12
"528","3578","Park Pl & Franklin Ave",40.6741806,-73.9564947,2,553,128,11
"529","3579","Sterling Pl & Bedford Ave",40.672695,-73.954131,5,564,147,27
"530","358","Christopher St & Greenwich St",40.73291553,-74.00711384,13,6582,5105,1221
"531","3580","St Johns Pl & Washington Ave",40.6737236,-73.9631611,1,602,251,7
"532","3581","Underhill Ave & Lincoln Pl",40.6740123,-73.9671457,17,702,396,60
"533","3582","Lincoln Pl & Classon Ave",40.6721683,-73.9609,0,326,167,9
"534","3583","Eastern Pkwy & Washington Ave",40.6716493,-73.9631145,0,561,441,25
"535","3584","Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801,0,1959,576,132
"536","3585","Union St & Bedford Ave",40.6691783,-73.9554162,2,315,139,3
"537","3586","34 Ave & 13 St",40.7638753,-73.9364848,0,146,94,22
"538","3587","Carroll St & Washington Ave",40.6686744,-73.9618148,1,199,137,5
"539","3588","Vernon Blvd & 10 St",40.7671863,-73.9373554,3,286,110,4
"540","3589","Broadway & 12 St",40.7668,-73.9347774,9,205,133,3
"541","359","E 47 St & Park Ave",40.75510267,-73.97498696,2,18193,10799,1843
"542","3590","Carroll St & Franklin Ave",40.6679411,-73.9588,0,147,63,1
"543","3591","21 St & 31 Dr",40.7659,-73.930819,1,391,237,4
"544","3592","Crescent St & Broadway",40.7633589,-73.9286471,0,409,268,11
"545","3593","31 St & Broadway",40.761584,-73.925921,9,2118,753,44
"546","3595","35 St & Broadway",40.760339,-73.9222427,0,328,141,2
"547","3596","Sullivan Pl & Bedford Ave",40.6642406,-73.9574686,0,134,40,1
"548","3597","43 St & Broadway",40.7577284,-73.9166368,0,521,211,9
"549","3598","Newton Rd & 44 St",40.7595701,-73.9142678,0,449,155,7
"550","3599","Franklin Ave & Empire Blvd",40.66314,-73.9605695,7,586,464,14
"551","360","William St & Pine St",40.70717936,-74.00887308,0,3279,2193,392
"552","3601","Sterling St & Bedford Ave",40.6627059,-73.9569115,0,166,88,2
"553","3602","31 Ave & 34 St",40.763154,-73.920827,1,456,123,8
"554","3603","31 Ave & 30 St",40.7647,-73.9240312,1,310,188,88
"555","3604","Rogers Ave & Sterling St",40.6630619,-73.9538746,0,270,203,13
"556","3605","31 Ave & Crescent St",40.7658346,-73.9265474,0,196,109,5
"557","3606","49 Ave & 21 St",40.74252,-73.948852,1,545,216,102
"558","3607","31 Ave & 14 St",40.7682,-73.9322662,2,147,186,0
"559","3608","5 St & 51 Ave",40.7423737,-73.9566,0,586,300,35
"560","3609","Vernon Blvd & 31 Ave",40.7692475,-73.9354504,11,339,175,11
"561","361","Allen St & Hester St",40.71605866,-73.99190759,85,2704,1920,195
"562","3610","Vernon Blvd & 30 Rd",40.770845,-73.934171,4,841,406,83
"563","3611","Vernon Blvd & 47 Rd",40.7449067,-73.9534573,0,850,580,33
"564","3612","30 Ave & 21 St",40.7703743,-73.9286078,3,229,195,4
"565","3613","Center Blvd & 48 Ave",40.745038,-73.957539,1,247,207,40
"566","3614","Crescent St & 30 Ave",40.768692,-73.9249574,3,414,203,10
"567","3615","44 Dr & 21 St",40.748,-73.9460927,0,1475,674,113
"568","3616","Steinway St & 28 Ave",40.7656251,-73.9136695,2,643,145,23
"569","3617","28 Ave & 35 St",40.7671,-73.9169858,0,337,192,10
"570","3618","27 St & Hunter St",40.7485,-73.941275,0,637,390,9
"571","3619","Newtown Ave & 23 St",40.7713615,-73.9246145,1,298,142,5
"572","362","Broadway & W 37 St",40.75172632,-73.98753523,3,5318,2797,483
"573","3620","11 St & 43 Ave",40.7519071,-73.9479119,0,299,186,69
"574","3621","27 Ave & 9 St",40.7739825,-73.9309134,1,259,139,10
"575","3622","E 128 St & Madison Ave",40.80756,-73.939182,0,307,200,70
"576","3623","W 120 St & Claremont Ave",40.8109494,-73.9634,6,574,566,103
"577","3628","Lenox Ave & W 117 St",40.8025566,-73.9490782,6,1319,953,131
"578","3629","Adam Clayton Powell Blvd & W 126 St",40.8094953477795,-73.9477649331093,3,479,312,79
"579","363","West Thames St",40.70834698,-74.01713445,3,2340,1640,429
"580","3630","Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,1,806,541,98
"581","3631","Crown St & Bedford Ave",40.666563,-73.956741,0,88,16,5
"582","3637","Fulton St & Waverly Ave",40.6832386546034,-73.9659959077835,14,1057,649,52
"583","364","Lafayette Ave & Classon Ave",40.68900443,-73.96023854,20,1551,564,61
"584","3641","Broadway & W 25 St",40.7428687731211,-73.9891862869263,16,7335,5590,845
"585","3646","35 Ave & 10 St",40.7631548191037,-73.9398550987244,0,214,113,2
"586","3647","48 Ave & 30 Pl",40.7412830935599,-73.9372587203979,0,382,389,6
"587","3648","Flushing Ave & Vanderbilt Ave",40.6979503156954,-73.970775604248,16,2180,1131,85
"588","3649","W 129 St & Convent Ave",40.8143944379158,-73.9532473683357,2,399,324,17
"589","365","Fulton St & Grand Ave",40.68223166,-73.9614583,0,313,168,6
"590","3654","31 St & Northern Blvd",40.7518695142187,-73.933492898941,0,515,178,110
"591","3656","E 2 St & Avenue A",40.7230774906867,-73.9858362078667,3,3700,1336,391
"592","3658","W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,8,1799,1489,173
"593","366","Clinton Ave & Myrtle Ave",40.693261,-73.968896,11,613,555,73
"594","3660","W 16 St & 8 Ave",40.7410215090027,-74.001384973526,29,3196,1526,220
"595","3661","Montgomery St & Franklin Ave",40.6664393068708,-73.9605563879013,0,224,81,2
"596","3662","31 Ave & Steinway St",40.7612938972891,-73.916916847229,1,471,185,42
"597","3664","North Moore St & Greenwich St",40.7201952143746,-74.0103006362915,9,15604,10062,968
"598","3668","Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,0,2006,623,14
"599","3671","E 81 St & 2 Ave",40.7747794489573,-73.9542746543884,8,990,546,97
"600","3673","Dean St & Franklin Ave",40.6775920693738,-73.955637216568,0,1042,338,32
"601","3674","Jay St & York St",40.7014031725772,-73.9867267012596,5,8060,3563,246
"602","3675","3 Ave & E 95 St",40.7845967988489,-73.9496853947639,4,348,483,84
"603","3676","Van Brunt St & Van Dyke St",40.6758329439129,-74.0147262811661,0,572,335,86
"604","368","Carmine St & 6 Ave",40.73038599,-74.00214988,5,5837,2416,601
"605","3680","E 43 St & 5 Ave",40.7541208107793,-73.9802518486977,2,6188,3522,623
"606","3684","W 12 St & W 4 St",40.7375612118114,-74.0039826929569,2,241,199,54
"607","3686","Gansevoort St & Hudson St",40.739448201304,-74.0050703287125,7,5806,2807,293
"608","3687","E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,5,6758,3584,895
"609","3689","W 104 St & Amsterdam Ave",40.799041392883,-73.9664947986603,4,469,481,38
"610","369","Washington Pl & 6 Ave",40.73224,-74.00026,11,1550,816,284
"611","3690","Park Pl & Church St",40.7133418427591,-74.0093551576138,8,2236,1599,302
"612","3691","28 Ave & 44 St",40.7640893235069,-73.9106512069702,1,423,114,5
"613","3692","5 St & Market St",40.6999974843885,-73.9744012802839,0,1304,280,46
"614","3693","N 11 St & Kent Ave",40.7224818863822,-73.9592193067074,0,1154,617,9
"615","3697","W 64 St & Thelonious Monk Circle",40.7751595343424,-73.9891869574785,52,1236,1253,332
"616","3699","W 50 St & 9 Ave",40.7636046779586,-73.9891795814037,4,1209,812,61
"617","3701","Cliff St & Fulton St",40.708317943664,-74.0050408244133,0,1102,642,213
"618","3704","47 Ave & Skillman Ave",40.7437524099784,-73.941764831543,0,495,87,7
"619","3707","Lexington Ave & E 26 St",40.741459,-73.983293,9,5843,3306,518
"620","3708","W 13 St & 5 Ave",40.735445,-73.99431,44,5331,2489,596
"621","3709","W 15 St & 6 Ave",40.7380461424828,-73.996429592371,8,1798,1089,219
"622","3711","E 13 St & Avenue A",40.7296672939298,-73.9806796610355,20,3475,1375,561
"623","3712","W 35 St & Dyer Ave",40.754691750226,-73.9974018931389,14,2589,1757,284
"624","3714","Division Av & Hooper St",40.7068420310133,-73.9544353965357,2,708,210,16
"625","3715","Driggs Ave & N 9 St",40.7181696945421,-73.9552013576031,8,4145,1648,89
"626","3716","40 Ave & Crescent St",40.7535992020056,-73.9379560947418,0,112,101,10
"627","3718","E 11 St & Avenue B",40.7274642069239,-73.9795041829348,77,1926,803,214
"628","372","Franklin Ave & Myrtle Ave",40.694546087246,-73.9580136537552,5,500,319,6
"629","3720","Wyckoff St & Bond St",40.6846165389795,-73.9872128516436,4,67,117,17
"630","3721","31 St & Newtown Ave",40.7675487799971,-73.9209334552288,2,3191,1031,75
"631","3723","Cadman Plaza E & Johnson St",40.695317277669,-73.9901572465897,9,811,846,164
"632","3724","7 Ave & Central Park South",40.7667405590595,-73.9790689945221,31,3628,3854,649
"633","3725","2 Ave & E 72 St",40.7687620293096,-73.9584079384804,14,2306,1484,250
"634","3726","Center Blvd & 51 Ave",40.7433660802702,-73.95960688591,1,629,424,22
"635","3727","Frost St & Meeker Ave",40.7176619708399,-73.948800265789,0,333,93,51
"636","3728","Pierrepont St & Monroe Pl",40.6953569332022,-73.9934402704239,10,443,609,251
"637","373","Willoughby Ave & Walworth St",40.69331716,-73.95381995,16,298,242,39
"638","3733","Avenue C & E 18 St",40.730563,-73.973984,9,1427,1068,240
"639","3734","E 58 St &  1 Ave (NW Corner)",40.759125,-73.962658,12,1289,991,179
"640","3737","Stanton St & Norfolk St",40.720747,-73.986274,14,1789,850,112
"641","3745","36 Ave & 31 St",40.7565127298495,-73.9295748621225,1,714,149,16
"642","3746","6 Ave & Broome St",40.7243083216022,-74.0047303587198,7,5098,3498,394
"643","3747","E 84 St & 3 Ave",40.7775537429889,-73.9551275968552,6,1808,1275,185
"644","3749","Lexington Ave & E 36 St",40.7475739589548,-73.9788007736206,2,1452,858,178
"645","3755","DeKalb Ave & Franklin Ave",40.69065,-73.95746,1,549,208,17
"646","3756","White St & Moore St",40.70451,-73.9351,2,284,201,31
"647","3757","Stagg St & Morgan Ave",40.71068,-73.93372,0,321,166,12
"648","3758","George St & Wilson Ave",40.703,-73.92997,0,229,84,0
"649","3759","Irving Ave & Jefferson St",40.70538,-73.92535,2,261,91,6
"650","376","John St & William St",40.70862144,-74.00722156,4,2263,1526,327
"651","3760","Willoughby Ave & Wyckoff Ave",40.70561,-73.92153,0,422,104,2
"652","3761","Cedar St & Myrtle Ave",40.69784,-73.92624,7,472,173,5
"653","3762","3 Ave & Carroll St",40.67703,-73.9865,0,404,356,33
"654","3763","Wyckoff Av & Jefferson St",40.70717,-73.92371,1,733,239,9
"655","3764","Bushwick Ave & McKibbin St",40.70552,-73.93936,6,213,71,2
"656","3765","Bushwick Ave & Stagg St",40.7099,-73.94008,2,131,80,1
"657","3766","Sharon St & Olive St",40.71535,-73.93856,4,363,175,2
"658","3767","Powers St & Olive St",40.71323,-73.93894,0,348,52,0
"659","3768","Waterbury St & Stagg St",40.71019,-73.93734,0,251,124,15
"660","3769","White St & Johnson Ave",40.70717,-73.93581,0,110,44,0
"661","377","6 Ave & Canal St",40.72243797,-74.00566443,15,11627,5516,389
"662","3770","Central Ave & Flushing Ave",40.70283,-73.9333,0,282,106,2
"663","3771","McKibbin St & Bogart St",40.70624,-73.93387,2,677,206,8
"664","3772","Devoe St & Morgan Ave",40.71381,-73.93515,0,246,93,15
"665","3773","Knickerbocker Ave & Thames St",40.70539,-73.92976,1,164,94,5
"666","3774","Knickerbocker Ave & George St",40.70443,-73.92836,0,238,81,3
"667","3775","Suydam St & Knickerbocker Ave",40.70201,-73.92377,2,314,98,5
"668","3776","Central Ave & Starr Street",40.7,-73.92834,3,329,114,5
"669","3777","Stockholm St & Wilson Ave",40.6993,-73.92304,0,179,54,2
"670","3778","Irving Ave & DeKalb Ave",40.7027,-73.92095,0,236,56,14
"671","3779","Hart St & Wyckoff Ave",40.70488,-73.91991,1,243,70,3
"672","3781","Greene Av & Myrtle Av",40.69857,-73.91888,4,392,198,1
"673","3782","Brooklyn Bridge Park - Pier 2",40.69846,-73.99718,4,239,331,60
"674","3783","Cliff St & Fulton St",40.70838,-74.00495,1,2040,1119,455
"675","3787","Dock 72 Way & Market St",40.69985,-73.97141,6,1156,468,69
"676","3788","E 12 St & 4 Av",40.73269,-73.98974,13,2564,1068,245
"677","3789","Fulton St & Irving Pl",40.68186,-73.95943,1,261,129,5
"678","379","W 31 St & 7 Ave",40.749156,-73.9916,4,7192,4815,1173
"679","3790","Henry St & Middagh St",40.7003,-73.99158,9,736,636,83
"680","3793","Stuyvesant Walk & 1 Av Loop",40.73234,-73.97898,1,42,50,3
"681","3795","10 St & 2 Ave",40.67191,-73.99361,0,130,90,22
"682","3798","W 40 St & 5 Ave",40.75227,-73.98208,2,1653,1111,65
"683","3799","6 Ave & W 34 St",40.74964,-73.98805,4,895,423,39
