start.station.id,weekday,DayTime,end.station.id,start.station.name,start.station.latitude,start.station.longitude,end.station.name,end.station.latitude,end.Station.Longitude,Count
3183,2,morning,3212,Exchange Place,40.7162469,-74.0334588,Christ Hospital,40.734785818,-74.050443636,2
3183,2,morning,3213,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,15
3183,2,morning,3214,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.7127742,-74.0364857,31
3183,2,morning,3225,Exchange Place,40.7162469,-74.0334588,Baldwin at Montgomery,40.7236589,-74.0641943,3
3183,2,morning,3267,Exchange Place,40.7162469,-74.0334588,Morris Canal,40.7124188237569,-74.0385255217552,45
3183,2,morning,3268,Exchange Place,40.7162469,-74.0334588,Lafayette Park,40.713463826692,-74.0628585219383,1
3183,2,morning,3269,Exchange Place,40.7162469,-74.0334588,Brunswick & 6th,40.7260117296463,-74.0503889322281,1
3183,2,morning,3270,Exchange Place,40.7162469,-74.0334588,Jersey & 6th St,40.7252891078113,-74.0455716848373,4
3183,2,morning,3272,Exchange Place,40.7162469,-74.0334588,Jersey & 3rd,40.7233315864644,-74.0459525585175,4
3183,2,morning,3273,Exchange Place,40.7162469,-74.0334588,Manila & 1st,40.72165072488,-74.0428841114044,2
3183,2,morning,3275,Exchange Place,40.7162469,-74.0334588,Columbus Drive,40.7183551982321,-74.0389144420624,29
3183,2,morning,3276,Exchange Place,40.7162469,-74.0334588,Marin Light Rail,40.7145840353589,-74.0428170561791,29
3183,2,morning,3277,Exchange Place,40.7162469,-74.0334588,Communipaw & Berry Lane,40.7143583687043,-74.0666109323502,3
3183,2,morning,3278,Exchange Place,40.7162469,-74.0334588,Monmouth and 6th,40.725685483629,-74.0487903356552,2
3183,2,morning,3279,Exchange Place,40.7162469,-74.0334588,Dixon Mills,40.7216301426384,-74.0499678254128,4
3183,2,morning,3480,Exchange Place,40.7162469,-74.0334588,WS Don't Use,0,0,2
3183,2,morning,3481,Exchange Place,40.7162469,-74.0334588,York St,40.71649,-74.04105,4
3183,2,morning,3483,Exchange Place,40.7162469,-74.0334588,Montgomery St,40.71942,-74.05099,1
3183,2,morning,3638,Exchange Place,40.7162469,-74.0334588,Washington St,40.7242941,-74.0354826,28
3183,2,morning,3639,Exchange Place,40.7162469,-74.0334588,Harborside,40.7192517,-74.034234,50
3183,2,morning,3681,Exchange Place,40.7162469,-74.0334588,Grand St,40.7151776773203,-74.0376833081245,7
3183,3,afternoon,3183,Exchange Place,40.7162469,-74.0334588,Exchange Place,40.7162469,-74.0334588,124
3183,3,afternoon,3184,Exchange Place,40.7162469,-74.0334588,Paulus Hook,40.7141454,-74.0335519,116
3183,3,afternoon,3185,Exchange Place,40.7162469,-74.0334588,City Hall,40.7177325,-74.043845,206
3183,3,afternoon,3186,Exchange Place,40.7162469,-74.0334588,Grove St PATH,40.7195861164717,-74.0431174635887,236
3183,3,afternoon,3187,Exchange Place,40.7162469,-74.0334588,Warren St,40.7211236,-74.03805095,420
3183,3,afternoon,3190,Exchange Place,40.7162469,-74.0334588,Garfield Ave Station,40.7104670233797,-74.0700387954712,12
3183,3,afternoon,3191,Exchange Place,40.7162469,-74.0334588,Union St,40.7182113,-74.0836394,4
3183,3,afternoon,3192,Exchange Place,40.7162469,-74.0334588,Liberty Light Rail,40.7112423,-74.0557013,270
3183,3,afternoon,3193,Exchange Place,40.7162469,-74.0334588,Lincoln Park,40.7246050998869,-74.0784059464932,11
3183,3,afternoon,3194,Exchange Place,40.7162469,-74.0334588,McGinley Square,40.7253399253558,-74.0676221251488,47
3183,3,afternoon,3195,Exchange Place,40.7162469,-74.0334588,Sip Ave,40.7307426253066,-74.0637838840485,14
3183,3,afternoon,3196,Exchange Place,40.7162469,-74.0334588,Riverview Park,40.7443187,-74.0439909,22
3183,3,afternoon,3197,Exchange Place,40.7162469,-74.0334588,Hs Don't Use,40.7192517074099,-74.0342339873314,8
3183,3,afternoon,3198,Exchange Place,40.7162469,-74.0334588,Heights Elevator,40.7487159453802,-74.0404433012009,30
3183,3,afternoon,3199,Exchange Place,40.7162469,-74.0334588,Newport Pkwy,40.7287448,-74.0321082,315
3183,3,afternoon,3201,Exchange Place,40.7162469,-74.0334588,Dey St,40.737711,-74.066921,8
3183,3,afternoon,3202,Exchange Place,40.7162469,-74.0334588,Newport PATH,40.7272235,-74.0337589,205
3183,3,afternoon,3203,Exchange Place,40.7162469,-74.0334588,Hamilton Park,40.727595966,-74.044247311,204
3183,3,afternoon,3205,Exchange Place,40.7162469,-74.0334588,JC Medical Center,40.7165397809919,-74.0496379137039,33
3183,3,afternoon,3206,Exchange Place,40.7162469,-74.0334588,Hilltop,40.7311689,-74.0575736,8
3183,3,afternoon,3207,Exchange Place,40.7162469,-74.0334588,Oakland Ave,40.7376037,-74.0524783,25
3183,3,afternoon,3209,Exchange Place,40.7162469,-74.0334588,Brunswick St,40.7241765,-74.0506564,30
3183,3,afternoon,3210,Exchange Place,40.7162469,-74.0334588,Pershing Field,40.742677141,-74.051788633,31
3183,3,afternoon,3211,Exchange Place,40.7162469,-74.0334588,Newark Ave,40.72152515,-74.046304543,100
3183,3,afternoon,3212,Exchange Place,40.7162469,-74.0334588,Christ Hospital,40.734785818,-74.050443636,10
3183,3,afternoon,3213,Exchange Place,40.7162469,-74.0334588,Van Vorst Park,40.71848892,-74.047726625,197
3183,3,afternoon,3214,Exchange Place,40.7162469,-74.0334588,Essex Light Rail,40.7127742,-74.0364857,721
3183,3,afternoon,3215,Exchange Place,40.7162469,-74.0334588,Central Ave,40.7467299,-74.0492509,5
